dataset_index,image_id,distortion_type,severity_level,parameter_value,num_ground_truth_objects,num_predictions,true_positives,false_positives,false_negatives,precision,recall,f1_score,mean_matched_iou
966,2010_000285,jpeg_compression,severe,5.0,1,2,0,2,1,0.0,0.0,0.0,0.0
966,2010_000285,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9792573579853371
966,2010_000285,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9780871580483999
966,2010_000285,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9733855547084934
979,2010_000588,gaussian_noise,mild,10.0,4,3,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.9077941673236671
979,2010_000588,gaussian_noise,medium,25.0,4,4,2,2,2,0.5,0.5,0.5,0.95500642122109
979,2010_000588,gaussian_noise,severe,50.0,4,1,0,1,4,0.0,0.0,0.0,0.0
979,2010_000588,jpeg_compression,mild,50.0,4,3,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.9187721139440013
979,2010_000588,jpeg_compression,medium,20.0,4,1,0,1,4,0.0,0.0,0.0,0.0
979,2010_000588,jpeg_compression,severe,5.0,4,0,0,0,4,0.0,0.0,0.0,0.0
979,2010_000588,low_light,mild,0.6,4,4,3,1,1,0.75,0.75,0.75,0.8511413575099294
979,2010_000588,low_light,medium,0.35,4,4,3,1,1,0.75,0.75,0.75,0.84926166603152
979,2010_000588,low_light,severe,0.15,4,5,4,1,0,0.8,1.0,0.888888888888889,0.8642215518537449
1039,2010_001852,gaussian_noise,mild,10.0,2,2,2,0,0,1.0,1.0,1.0,0.9826584317650147
1039,2010_001852,gaussian_noise,medium,25.0,2,2,1,1,1,0.5,0.5,0.5,0.9780105945866121
1039,2010_001852,gaussian_noise,severe,50.0,2,3,0,3,2,0.0,0.0,0.0,0.0
1039,2010_001852,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.9810236247172852
1039,2010_001852,jpeg_compression,medium,20.0,2,2,1,1,1,0.5,0.5,0.5,0.9768916356540235
1039,2010_001852,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1039,2010_001852,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9808348536416162
1039,2010_001852,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.9815727921079611
1039,2010_001852,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.9831936842638591
1043,2010_001933,gaussian_noise,mild,10.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9567735659036302
1043,2010_001933,gaussian_noise,medium,25.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9530617528671096
1043,2010_001933,gaussian_noise,severe,50.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1043,2010_001933,jpeg_compression,mild,50.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9583180751664383
1043,2010_001933,jpeg_compression,medium,20.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9610253539777551
1043,2010_001933,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1043,2010_001933,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9681797817176064
1043,2010_001933,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.9683520883288379
1043,2010_001933,low_light,severe,0.15,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9637246586342821
1048,2010_002032,gaussian_noise,mild,10.0,6,11,5,6,1,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.8090356219610984
1048,2010_002032,gaussian_noise,medium,25.0,6,8,3,5,3,0.375,0.5,0.42857142857142855,0.8387537298403327
1048,2010_002032,gaussian_noise,severe,50.0,6,0,0,0,6,0.0,0.0,0.0,0.0
1048,2010_002032,jpeg_compression,mild,50.0,6,11,5,6,1,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.8094553079139482
1048,2010_002032,jpeg_compression,medium,20.0,6,8,4,4,2,0.5,0.6666666666666666,0.5714285714285715,0.824608120264847
1048,2010_002032,jpeg_compression,severe,5.0,6,0,0,0,6,0.0,0.0,0.0,0.0
1048,2010_002032,low_light,mild,0.6,6,11,4,7,2,0.36363636363636365,0.6666666666666666,0.4705882352941177,0.888761101609828
1048,2010_002032,low_light,medium,0.35,6,12,4,8,2,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.8881302480046106
1048,2010_002032,low_light,severe,0.15,6,8,4,4,2,0.5,0.6666666666666666,0.5714285714285715,0.8971130520192363
1059,2010_002203,gaussian_noise,mild,10.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9751924579829051
1059,2010_002203,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9707054159400919
1059,2010_002203,gaussian_noise,severe,50.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1059,2010_002203,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.965270485698337
1059,2010_002203,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9634007804721574
1059,2010_002203,jpeg_compression,severe,5.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1059,2010_002203,low_light,mild,0.6,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9756525410796035
1059,2010_002203,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.975556551515499
1059,2010_002203,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.980360908727444
1085,2010_002733,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.7339014963172912
1085,2010_002733,gaussian_noise,medium,25.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1085,2010_002733,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1085,2010_002733,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.7500246833107284
1085,2010_002733,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.757353964650104
1085,2010_002733,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1085,2010_002733,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.7409728593254921
1085,2010_002733,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.7465848533429366
1085,2010_002733,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.739836868734435
1103,2010_003017,gaussian_noise,mild,10.0,10,6,4,2,6,0.6666666666666666,0.4,0.5,0.7710014116531525
1103,2010_003017,gaussian_noise,medium,25.0,10,3,1,2,9,0.3333333333333333,0.1,0.15384615384615383,0.7399379878069675
1103,2010_003017,gaussian_noise,severe,50.0,10,1,0,1,10,0.0,0.0,0.0,0.0
1103,2010_003017,jpeg_compression,mild,50.0,10,10,4,6,6,0.4,0.4,0.4000000000000001,0.844876813173148
1103,2010_003017,jpeg_compression,medium,20.0,10,5,4,1,6,0.8,0.4,0.5333333333333333,0.744223495739212
1103,2010_003017,jpeg_compression,severe,5.0,10,1,0,1,10,0.0,0.0,0.0,0.0
1103,2010_003017,low_light,mild,0.6,10,7,6,1,4,0.8571428571428571,0.6,0.7058823529411764,0.7658692895296212
1103,2010_003017,low_light,medium,0.35,10,9,6,3,4,0.6666666666666666,0.6,0.631578947368421,0.8485594738815911
1103,2010_003017,low_light,severe,0.15,10,4,4,0,6,1.0,0.4,0.5714285714285715,0.791553883611609
1122,2010_003380,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9662028240668721
1122,2010_003380,gaussian_noise,medium,25.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1122,2010_003380,gaussian_noise,severe,50.0,1,2,0,2,1,0.0,0.0,0.0,0.0
1122,2010_003380,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9580669124207345
1122,2010_003380,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9660726839678722
1122,2010_003380,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1122,2010_003380,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.962021936619787
1122,2010_003380,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9533506399791097
1122,2010_003380,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9441143154907412
1123,2010_003383,gaussian_noise,mild,10.0,4,5,4,1,0,0.8,1.0,0.888888888888889,0.7343981880478799
1123,2010_003383,gaussian_noise,medium,25.0,4,0,0,0,4,0.0,0.0,0.0,0.0
1123,2010_003383,gaussian_noise,severe,50.0,4,1,0,1,4,0.0,0.0,0.0,0.0
1123,2010_003383,jpeg_compression,mild,50.0,4,4,4,0,0,1.0,1.0,1.0,0.775540374038691
1123,2010_003383,jpeg_compression,medium,20.0,4,8,3,5,1,0.375,0.75,0.5,0.6367998191249687
1123,2010_003383,jpeg_compression,severe,5.0,4,1,0,1,4,0.0,0.0,0.0,0.0
1123,2010_003383,low_light,mild,0.6,4,4,4,0,0,1.0,1.0,1.0,0.781738593889979
1123,2010_003383,low_light,medium,0.35,4,4,4,0,0,1.0,1.0,1.0,0.7835838753106897
1123,2010_003383,low_light,severe,0.15,4,7,4,3,0,0.5714285714285714,1.0,0.7272727272727273,0.7260234374168075
1128,2010_003634,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9454893563058149
1128,2010_003634,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9437344785776636
1128,2010_003634,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1128,2010_003634,jpeg_compression,mild,50.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9459091733269367
1128,2010_003634,jpeg_compression,medium,20.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1128,2010_003634,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1128,2010_003634,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9557173395628329
1128,2010_003634,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9572210894264532
1128,2010_003634,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9575560601553709
1134,2010_003717,gaussian_noise,mild,10.0,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.9443386644575381
1134,2010_003717,gaussian_noise,medium,25.0,2,2,0,2,2,0.0,0.0,0.0,0.0
1134,2010_003717,gaussian_noise,severe,50.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1134,2010_003717,jpeg_compression,mild,50.0,2,2,1,1,1,0.5,0.5,0.5,0.9245269172475052
1134,2010_003717,jpeg_compression,medium,20.0,2,2,0,2,2,0.0,0.0,0.0,0.0
1134,2010_003717,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1134,2010_003717,low_light,mild,0.6,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.9361954034956583
1134,2010_003717,low_light,medium,0.35,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.9448968802379489
1134,2010_003717,low_light,severe,0.15,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.9060716670771494
1143,2010_003925,gaussian_noise,mild,10.0,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.9613598026160916
1143,2010_003925,gaussian_noise,medium,25.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9603310375141453
1143,2010_003925,gaussian_noise,severe,50.0,2,1,0,1,2,0.0,0.0,0.0,0.0
1143,2010_003925,jpeg_compression,mild,50.0,2,2,1,1,1,0.5,0.5,0.5,0.9742080404682877
1143,2010_003925,jpeg_compression,medium,20.0,2,1,0,1,2,0.0,0.0,0.0,0.0
1143,2010_003925,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
1143,2010_003925,low_light,mild,0.6,2,2,1,1,1,0.5,0.5,0.5,0.9654435545754243
1143,2010_003925,low_light,medium,0.35,2,2,1,1,1,0.5,0.5,0.5,0.9674320631970171
1143,2010_003925,low_light,severe,0.15,2,2,1,1,1,0.5,0.5,0.5,0.9641252315852732
1152,2010_004071,gaussian_noise,mild,10.0,4,2,1,1,3,0.5,0.25,0.3333333333333333,0.7920811418885612
1152,2010_004071,gaussian_noise,medium,25.0,4,0,0,0,4,0.0,0.0,0.0,0.0
1152,2010_004071,gaussian_noise,severe,50.0,4,0,0,0,4,0.0,0.0,0.0,0.0
1152,2010_004071,jpeg_compression,mild,50.0,4,7,4,3,0,0.5714285714285714,1.0,0.7272727272727273,0.7559789215837898
1152,2010_004071,jpeg_compression,medium,20.0,4,2,0,2,4,0.0,0.0,0.0,0.0
1152,2010_004071,jpeg_compression,severe,5.0,4,1,0,1,4,0.0,0.0,0.0,0.0
1152,2010_004071,low_light,mild,0.6,4,5,4,1,0,0.8,1.0,0.888888888888889,0.783647716119474
1152,2010_004071,low_light,medium,0.35,4,6,4,2,0,0.6666666666666666,1.0,0.8,0.784369783122483
1152,2010_004071,low_light,severe,0.15,4,1,0,1,4,0.0,0.0,0.0,0.0
1161,2010_004186,gaussian_noise,mild,10.0,5,4,1,3,4,0.25,0.2,0.22222222222222224,0.8934408795165948
1161,2010_004186,gaussian_noise,medium,25.0,5,4,1,3,4,0.25,0.2,0.22222222222222224,0.8956547052286142
1161,2010_004186,gaussian_noise,severe,50.0,5,2,0,2,5,0.0,0.0,0.0,0.0
1161,2010_004186,jpeg_compression,mild,50.0,5,5,2,3,3,0.4,0.4,0.4000000000000001,0.7515893770221007
1161,2010_004186,jpeg_compression,medium,20.0,5,5,2,3,3,0.4,0.4,0.4000000000000001,0.7517919730690983
1161,2010_004186,jpeg_compression,severe,5.0,5,1,1,0,4,1.0,0.2,0.33333333333333337,0.7173551404792888
1161,2010_004186,low_light,mild,0.6,5,6,2,4,3,0.3333333333333333,0.4,0.3636363636363636,0.7925551091922242
1161,2010_004186,low_light,medium,0.35,5,5,1,4,4,0.2,0.2,0.20000000000000004,0.9031424340239109
1161,2010_004186,low_light,severe,0.15,5,5,2,3,3,0.4,0.4,0.4000000000000001,0.8868412977816669
1179,2010_004540,gaussian_noise,mild,10.0,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9478059297020075
1179,2010_004540,gaussian_noise,medium,25.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1179,2010_004540,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1179,2010_004540,jpeg_compression,mild,50.0,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9757151376477844
1179,2010_004540,jpeg_compression,medium,20.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1179,2010_004540,jpeg_compression,severe,5.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1179,2010_004540,low_light,mild,0.6,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.968926550375373
1179,2010_004540,low_light,medium,0.35,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.6143973926606204
1179,2010_004540,low_light,severe,0.15,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.605959956414976
1187,2010_004683,gaussian_noise,mild,10.0,5,4,4,0,1,1.0,0.8,0.888888888888889,0.8117685678173034
1187,2010_004683,gaussian_noise,medium,25.0,5,3,3,0,2,1.0,0.6,0.7499999999999999,0.8839650324769495
1187,2010_004683,gaussian_noise,severe,50.0,5,1,1,0,4,1.0,0.2,0.33333333333333337,0.7380863854073263
1187,2010_004683,jpeg_compression,mild,50.0,5,4,3,1,2,0.75,0.6,0.6666666666666665,0.8906600865528628
1187,2010_004683,jpeg_compression,medium,20.0,5,4,4,0,1,1.0,0.8,0.888888888888889,0.8635520006767758
1187,2010_004683,jpeg_compression,severe,5.0,5,0,0,0,5,0.0,0.0,0.0,0.0
1187,2010_004683,low_light,mild,0.6,5,4,4,0,1,1.0,0.8,0.888888888888889,0.8234779108409082
1187,2010_004683,low_light,medium,0.35,5,4,4,0,1,1.0,0.8,0.888888888888889,0.8290841571685357
1187,2010_004683,low_light,severe,0.15,5,3,3,0,2,1.0,0.6,0.7499999999999999,0.9040915644832843
1201,2010_004960,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9230838518701286
1201,2010_004960,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.8842698990733844
1201,2010_004960,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1201,2010_004960,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9379981901750836
1201,2010_004960,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9042281296810555
1201,2010_004960,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1201,2010_004960,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9233692913865085
1201,2010_004960,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9276236990895801
1201,2010_004960,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9241807349506721
1211,2010_005128,gaussian_noise,mild,10.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9847432470285885
1211,2010_005128,gaussian_noise,medium,25.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1211,2010_005128,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1211,2010_005128,jpeg_compression,mild,50.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9834307618890342
1211,2010_005128,jpeg_compression,medium,20.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1211,2010_005128,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1211,2010_005128,low_light,mild,0.6,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9755180788814554
1211,2010_005128,low_light,medium,0.35,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.966939560406848
1211,2010_005128,low_light,severe,0.15,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.8773084917942384
1243,2010_005723,gaussian_noise,mild,10.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9869285079781184
1243,2010_005723,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9725772158802282
1243,2010_005723,gaussian_noise,severe,50.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1243,2010_005723,jpeg_compression,mild,50.0,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9779762511148418
1243,2010_005723,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9373887262670108
1243,2010_005723,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1243,2010_005723,low_light,mild,0.6,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9828322068838815
1243,2010_005723,low_light,medium,0.35,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.98242824347835
1243,2010_005723,low_light,severe,0.15,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9859083958421978
1272,2011_000006,gaussian_noise,mild,10.0,6,5,4,1,2,0.8,0.6666666666666666,0.7272727272727272,0.8784713352807113
1272,2011_000006,gaussian_noise,medium,25.0,6,4,3,1,3,0.75,0.5,0.6,0.8693536649634729
1272,2011_000006,gaussian_noise,severe,50.0,6,3,3,0,3,1.0,0.5,0.6666666666666666,0.7853109431928043
1272,2011_000006,jpeg_compression,mild,50.0,6,5,4,1,2,0.8,0.6666666666666666,0.7272727272727272,0.844963897319833
1272,2011_000006,jpeg_compression,medium,20.0,6,4,3,1,3,0.75,0.5,0.6,0.6455456551926446
1272,2011_000006,jpeg_compression,severe,5.0,6,0,0,0,6,0.0,0.0,0.0,0.0
1272,2011_000006,low_light,mild,0.6,6,7,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.7919105335352965
1272,2011_000006,low_light,medium,0.35,6,6,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8395270109787107
1272,2011_000006,low_light,severe,0.15,6,5,4,1,2,0.8,0.6666666666666666,0.7272727272727272,0.8511350741397398
1273,2011_000025,gaussian_noise,mild,10.0,4,4,3,1,1,0.75,0.75,0.75,0.8951407012794013
1273,2011_000025,gaussian_noise,medium,25.0,4,2,1,1,3,0.5,0.25,0.3333333333333333,0.8283705207295513
1273,2011_000025,gaussian_noise,severe,50.0,4,1,0,1,4,0.0,0.0,0.0,0.0
1273,2011_000025,jpeg_compression,mild,50.0,4,4,3,1,1,0.75,0.75,0.75,0.8908905294783039
1273,2011_000025,jpeg_compression,medium,20.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.8614865604229935
1273,2011_000025,jpeg_compression,severe,5.0,4,1,1,0,3,1.0,0.25,0.4,0.6891202807631611
1273,2011_000025,low_light,mild,0.6,4,4,3,1,1,0.75,0.75,0.75,0.9039343442677988
1273,2011_000025,low_light,medium,0.35,4,4,3,1,1,0.75,0.75,0.75,0.8953601945069858
1273,2011_000025,low_light,severe,0.15,4,4,3,1,1,0.75,0.75,0.75,0.8656313435389729
1303,2011_000400,gaussian_noise,mild,10.0,1,7,1,6,0,0.14285714285714285,1.0,0.25,0.9368260737866876
1303,2011_000400,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.8150282063656215
1303,2011_000400,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1303,2011_000400,jpeg_compression,mild,50.0,1,7,1,6,0,0.14285714285714285,1.0,0.25,0.9557736410828965
1303,2011_000400,jpeg_compression,medium,20.0,1,4,1,3,0,0.25,1.0,0.4,0.9474042870677117
1303,2011_000400,jpeg_compression,severe,5.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.785367531784715
1303,2011_000400,low_light,mild,0.6,1,9,1,8,0,0.1111111111111111,1.0,0.19999999999999998,0.9567074835298774
1303,2011_000400,low_light,medium,0.35,1,9,1,8,0,0.1111111111111111,1.0,0.19999999999999998,0.9536140502575202
1303,2011_000400,low_light,severe,0.15,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9479437231933303
1305,2011_000449,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.8574731396342284
1305,2011_000449,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9356346485374055
1305,2011_000449,gaussian_noise,severe,50.0,1,2,0,2,1,0.0,0.0,0.0,0.0
1305,2011_000449,jpeg_compression,mild,50.0,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.7931436395761441
1305,2011_000449,jpeg_compression,medium,20.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1305,2011_000449,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1305,2011_000449,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.8496358557849374
1305,2011_000449,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.8438144849614375
1305,2011_000449,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.8676339439634579
1324,2011_000652,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.959634022472809
1324,2011_000652,gaussian_noise,medium,25.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1324,2011_000652,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1324,2011_000652,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9813627740609188
1324,2011_000652,jpeg_compression,medium,20.0,1,1,0,1,1,0.0,0.0,0.0,0.0
1324,2011_000652,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
1324,2011_000652,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9609688020163096
1324,2011_000652,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9576340608854874
1324,2011_000652,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9696373636875034
1368,2011_001621,gaussian_noise,mild,10.0,4,4,3,1,1,0.75,0.75,0.75,0.8271786488958482
1368,2011_001621,gaussian_noise,medium,25.0,4,2,1,1,3,0.5,0.25,0.3333333333333333,0.7331164231386791
1368,2011_001621,gaussian_noise,severe,50.0,4,0,0,0,4,0.0,0.0,0.0,0.0
1368,2011_001621,jpeg_compression,mild,50.0,4,4,3,1,1,0.75,0.75,0.75,0.8048050132844499
1368,2011_001621,jpeg_compression,medium,20.0,4,2,2,0,2,1.0,0.5,0.6666666666666666,0.7414589467025599
1368,2011_001621,jpeg_compression,severe,5.0,4,3,0,3,4,0.0,0.0,0.0,0.0
1368,2011_001621,low_light,mild,0.6,4,7,3,4,1,0.42857142857142855,0.75,0.5454545454545454,0.8368188490110627
1368,2011_001621,low_light,medium,0.35,4,8,3,5,1,0.375,0.75,0.5,0.8313823109006174
1368,2011_001621,low_light,severe,0.15,4,4,3,1,1,0.75,0.75,0.75,0.8279093775868661
1369,2011_001622,gaussian_noise,mild,10.0,13,2,1,1,12,0.5,0.07692307692307693,0.13333333333333336,0.8379492723857808
1369,2011_001622,gaussian_noise,medium,25.0,13,0,0,0,13,0.0,0.0,0.0,0.0
1369,2011_001622,gaussian_noise,severe,50.0,13,0,0,0,13,0.0,0.0,0.0,0.0
1369,2011_001622,jpeg_compression,mild,50.0,13,2,2,0,11,1.0,0.15384615384615385,0.2666666666666667,0.7555446097969956
1369,2011_001622,jpeg_compression,medium,20.0,13,5,2,3,11,0.4,0.15384615384615385,0.2222222222222222,0.7682527267447061
1369,2011_001622,jpeg_compression,severe,5.0,13,0,0,0,13,0.0,0.0,0.0,0.0
1369,2011_001622,low_light,mild,0.6,13,2,1,1,12,0.5,0.07692307692307693,0.13333333333333336,0.8751174128158793
1369,2011_001622,low_light,medium,0.35,13,1,0,1,13,0.0,0.0,0.0,0.0
1369,2011_001622,low_light,severe,0.15,13,0,0,0,13,0.0,0.0,0.0,0.0
1385,2011_001895,gaussian_noise,mild,10.0,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.890312418926205
1385,2011_001895,gaussian_noise,medium,25.0,3,2,1,1,2,0.5,0.3333333333333333,0.4,0.9436344946494521
1385,2011_001895,gaussian_noise,severe,50.0,3,1,0,1,3,0.0,0.0,0.0,0.0
1385,2011_001895,jpeg_compression,mild,50.0,3,3,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9571848718478709
1385,2011_001895,jpeg_compression,medium,20.0,3,3,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9304972880078798
1385,2011_001895,jpeg_compression,severe,5.0,3,0,0,0,3,0.0,0.0,0.0,0.0
1385,2011_001895,low_light,mild,0.6,3,3,3,0,0,1.0,1.0,1.0,0.7567506797435604
1385,2011_001895,low_light,medium,0.35,3,3,3,0,0,1.0,1.0,1.0,0.7534531026517218
1385,2011_001895,low_light,severe,0.15,3,2,1,1,2,0.5,0.3333333333333333,0.4,0.9636994811565541
1390,2011_001928,gaussian_noise,mild,10.0,4,4,4,0,0,1.0,1.0,1.0,0.8810249659394959
1390,2011_001928,gaussian_noise,medium,25.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.9196166131108772
1390,2011_001928,gaussian_noise,severe,50.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.8208462292328546
1390,2011_001928,jpeg_compression,mild,50.0,4,4,4,0,0,1.0,1.0,1.0,0.9082915431253938
1390,2011_001928,jpeg_compression,medium,20.0,4,3,3,0,1,1.0,0.75,0.8571428571428571,0.8265089149870178
1390,2011_001928,jpeg_compression,severe,5.0,4,1,1,0,3,1.0,0.25,0.4,0.8246684161671508
1390,2011_001928,low_light,mild,0.6,4,4,4,0,0,1.0,1.0,1.0,0.8709377865914865
