dataset_index,image_id,distortion_type,severity_level,parameter_value,num_ground_truth_objects,num_predictions,true_positives,false_positives,false_negatives,precision,recall,f1_score,mean_matched_iou
520,2008_004547,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9477177811204002
520,2008_004547,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.938794731613293
520,2008_004547,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.8497056368087545
544,2008_005300,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9522410678633768
544,2008_005300,gaussian_noise,medium,25.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9790536268266273
544,2008_005300,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
544,2008_005300,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9718610193559966
544,2008_005300,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9500460255345274
544,2008_005300,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
544,2008_005300,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9569469862855875
544,2008_005300,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9545801821894279
544,2008_005300,low_light,severe,0.15,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.954305566822218
545,2008_005321,gaussian_noise,mild,10.0,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.8508995411785567
545,2008_005321,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.8712852106194489
545,2008_005321,gaussian_noise,severe,50.0,1,3,0,3,1,0.0,0.0,0.0,0.0
545,2008_005321,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.7273988368630123
545,2008_005321,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.5677579688807026
545,2008_005321,jpeg_compression,severe,5.0,1,2,0,2,1,0.0,0.0,0.0,0.0
545,2008_005321,low_light,mild,0.6,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.7566086564346317
545,2008_005321,low_light,medium,0.35,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.7466965970264458
545,2008_005321,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.8156048440191955
552,2008_005600,gaussian_noise,mild,10.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.7599527823691625
552,2008_005600,gaussian_noise,medium,25.0,2,2,1,1,1,0.5,0.5,0.5,0.6360006470028393
552,2008_005600,gaussian_noise,severe,50.0,2,3,0,3,2,0.0,0.0,0.0,0.0
552,2008_005600,jpeg_compression,mild,50.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.7639646223228729
552,2008_005600,jpeg_compression,medium,20.0,2,4,2,2,0,0.5,1.0,0.6666666666666666,0.6268543733489
552,2008_005600,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
552,2008_005600,low_light,mild,0.6,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.756527025637449
552,2008_005600,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.5965935782882944
552,2008_005600,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.5553796575470327
556,2008_005679,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9650143346132233
556,2008_005679,gaussian_noise,medium,25.0,1,1,0,1,1,0.0,0.0,0.0,0.0
556,2008_005679,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
556,2008_005679,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.940529682710353
556,2008_005679,jpeg_compression,medium,20.0,1,0,0,0,1,0.0,0.0,0.0,0.0
556,2008_005679,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
556,2008_005679,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9079456602191769
556,2008_005679,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9333431552657093
556,2008_005679,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9207509397780955
565,2008_005843,gaussian_noise,mild,10.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9793927091795005
565,2008_005843,gaussian_noise,medium,25.0,1,1,0,1,1,0.0,0.0,0.0,0.0
565,2008_005843,gaussian_noise,severe,50.0,1,1,0,1,1,0.0,0.0,0.0,0.0
565,2008_005843,jpeg_compression,mild,50.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9440502518623979
565,2008_005843,jpeg_compression,medium,20.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.944541219150455
565,2008_005843,jpeg_compression,severe,5.0,1,3,0,3,1,0.0,0.0,0.0,0.0
565,2008_005843,low_light,mild,0.6,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9668337566774549
565,2008_005843,low_light,medium,0.35,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9772804916734286
565,2008_005843,low_light,severe,0.15,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9859147193539389
588,2008_006482,gaussian_noise,mild,10.0,2,6,2,4,0,0.3333333333333333,1.0,0.5,0.9372757109374652
588,2008_006482,gaussian_noise,medium,25.0,2,4,2,2,0,0.5,1.0,0.6666666666666666,0.9459789178115245
588,2008_006482,gaussian_noise,severe,50.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.936405381441252
588,2008_006482,jpeg_compression,mild,50.0,2,6,2,4,0,0.3333333333333333,1.0,0.5,0.9417211773971789
588,2008_006482,jpeg_compression,medium,20.0,2,6,2,4,0,0.3333333333333333,1.0,0.5,0.9276585681431502
588,2008_006482,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
588,2008_006482,low_light,mild,0.6,2,8,2,6,0,0.25,1.0,0.4,0.9331923041515252
588,2008_006482,low_light,medium,0.35,2,9,2,7,0,0.2222222222222222,1.0,0.3636363636363636,0.9309170979351307
588,2008_006482,low_light,severe,0.15,2,4,2,2,0,0.5,1.0,0.6666666666666666,0.9298554850803249
613,2008_007428,gaussian_noise,mild,10.0,3,1,0,1,3,0.0,0.0,0.0,0.0
613,2008_007428,gaussian_noise,medium,25.0,3,1,0,1,3,0.0,0.0,0.0,0.0
613,2008_007428,gaussian_noise,severe,50.0,3,0,0,0,3,0.0,0.0,0.0,0.0
613,2008_007428,jpeg_compression,mild,50.0,3,1,0,1,3,0.0,0.0,0.0,0.0
613,2008_007428,jpeg_compression,medium,20.0,3,0,0,0,3,0.0,0.0,0.0,0.0
613,2008_007428,jpeg_compression,severe,5.0,3,0,0,0,3,0.0,0.0,0.0,0.0
613,2008_007428,low_light,mild,0.6,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.791220136339382
613,2008_007428,low_light,medium,0.35,3,1,1,0,2,1.0,0.3333333333333333,0.5,0.8461403973508624
613,2008_007428,low_light,severe,0.15,3,0,0,0,3,0.0,0.0,0.0,0.0
637,2009_000006,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9625809440038334
637,2009_000006,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9526530249499582
637,2009_000006,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
637,2009_000006,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9703885065261546
637,2009_000006,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.961925115629898
637,2009_000006,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
637,2009_000006,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9657887379108933
637,2009_000006,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.963531509437338
637,2009_000006,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9450802611965979
664,2009_000553,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9586840224583937
664,2009_000553,gaussian_noise,medium,25.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9754185305574342
664,2009_000553,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
664,2009_000553,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9682429504441791
664,2009_000553,jpeg_compression,medium,20.0,1,1,0,1,1,0.0,0.0,0.0,0.0
664,2009_000553,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
664,2009_000553,low_light,mild,0.6,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9649933682425041
664,2009_000553,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9615764097117091
664,2009_000553,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9625287129213893
691,2009_001085,gaussian_noise,mild,10.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9223792345737962
691,2009_001085,gaussian_noise,medium,25.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9334188890295795
691,2009_001085,gaussian_noise,severe,50.0,2,0,0,0,2,0.0,0.0,0.0,0.0
691,2009_001085,jpeg_compression,mild,50.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9378501793995049
691,2009_001085,jpeg_compression,medium,20.0,2,0,0,0,2,0.0,0.0,0.0,0.0
691,2009_001085,jpeg_compression,severe,5.0,2,1,0,1,2,0.0,0.0,0.0,0.0
691,2009_001085,low_light,mild,0.6,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9054221818148701
691,2009_001085,low_light,medium,0.35,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9018959804822564
691,2009_001085,low_light,severe,0.15,2,2,1,1,1,0.5,0.5,0.5,0.9214282968046665
699,2009_001140,gaussian_noise,mild,10.0,2,2,2,0,0,1.0,1.0,1.0,0.902047180821655
699,2009_001140,gaussian_noise,medium,25.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.8947024301469351
699,2009_001140,gaussian_noise,severe,50.0,2,4,2,2,0,0.5,1.0,0.6666666666666666,0.8861477066792074
699,2009_001140,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.8739425686968272
699,2009_001140,jpeg_compression,medium,20.0,2,2,2,0,0,1.0,1.0,1.0,0.8653701758151437
699,2009_001140,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
699,2009_001140,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9062861797374908
699,2009_001140,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.8995983088966515
699,2009_001140,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.8918453985037267
704,2009_001197,gaussian_noise,mild,10.0,4,6,3,3,1,0.5,0.75,0.6,0.8047494829193659
704,2009_001197,gaussian_noise,medium,25.0,4,3,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.9019743791655668
704,2009_001197,gaussian_noise,severe,50.0,4,2,1,1,3,0.5,0.25,0.3333333333333333,0.7171087696037092
704,2009_001197,jpeg_compression,mild,50.0,4,4,3,1,1,0.75,0.75,0.75,0.7549282248127667
704,2009_001197,jpeg_compression,medium,20.0,4,4,2,2,2,0.5,0.5,0.5,0.8211166139194592
704,2009_001197,jpeg_compression,severe,5.0,4,3,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.8966144429850856
704,2009_001197,low_light,mild,0.6,4,5,3,2,1,0.6,0.75,0.6666666666666665,0.8081001550783379
704,2009_001197,low_light,medium,0.35,4,5,3,2,1,0.6,0.75,0.6666666666666665,0.8080770042389046
704,2009_001197,low_light,severe,0.15,4,4,2,2,2,0.5,0.5,0.5,0.8961434020788588
705,2009_001203,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9700131469223782
705,2009_001203,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9613321185686315
705,2009_001203,gaussian_noise,severe,50.0,1,1,0,1,1,0.0,0.0,0.0,0.0
705,2009_001203,jpeg_compression,mild,50.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9586989889237462
705,2009_001203,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.910018451895129
705,2009_001203,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
705,2009_001203,low_light,mild,0.6,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9707035024400735
705,2009_001203,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9643292229862727
705,2009_001203,low_light,severe,0.15,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9582889642155239
711,2009_001270,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.6995997707491508
711,2009_001270,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.8068676603118874
711,2009_001270,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
711,2009_001270,jpeg_compression,mild,50.0,1,3,1,2,0,0.3333333333333333,1.0,0.5,0.9673663994620765
711,2009_001270,jpeg_compression,medium,20.0,1,0,0,0,1,0.0,0.0,0.0,0.0
711,2009_001270,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
711,2009_001270,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.972091436554302
711,2009_001270,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.97159097946524
711,2009_001270,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.964522178729376
715,2009_001339,gaussian_noise,mild,10.0,5,6,4,2,1,0.6666666666666666,0.8,0.7272727272727272,0.8036052570089529
715,2009_001339,gaussian_noise,medium,25.0,5,4,2,2,3,0.5,0.4,0.4444444444444445,0.6087501750846991
715,2009_001339,gaussian_noise,severe,50.0,5,3,2,1,3,0.6666666666666666,0.4,0.5,0.5873628098063113
715,2009_001339,jpeg_compression,mild,50.0,5,8,5,3,0,0.625,1.0,0.7692307692307693,0.8414417167984389
715,2009_001339,jpeg_compression,medium,20.0,5,5,5,0,0,1.0,1.0,1.0,0.7953971801253369
715,2009_001339,jpeg_compression,severe,5.0,5,0,0,0,5,0.0,0.0,0.0,0.0
715,2009_001339,low_light,mild,0.6,5,8,5,3,0,0.625,1.0,0.7692307692307693,0.8556197750350865
715,2009_001339,low_light,medium,0.35,5,8,5,3,0,0.625,1.0,0.7692307692307693,0.8429466380309503
715,2009_001339,low_light,severe,0.15,5,7,4,3,1,0.5714285714285714,0.8,0.6666666666666666,0.8413130595499193
724,2009_001481,gaussian_noise,mild,10.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9596738643433375
724,2009_001481,gaussian_noise,medium,25.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9436576006012976
724,2009_001481,gaussian_noise,severe,50.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9068819102839842
724,2009_001481,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.9318023530607996
724,2009_001481,jpeg_compression,medium,20.0,2,2,2,0,0,1.0,1.0,1.0,0.936879376951804
724,2009_001481,jpeg_compression,severe,5.0,2,2,1,1,1,0.5,0.5,0.5,0.8926219282408391
724,2009_001481,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9401183465246412
724,2009_001481,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.9345314992558144
724,2009_001481,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.9345380657479219
731,2009_001636,gaussian_noise,mild,10.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.9551455724232858
731,2009_001636,gaussian_noise,medium,25.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.8175094539957262
731,2009_001636,gaussian_noise,severe,50.0,2,0,0,0,2,0.0,0.0,0.0,0.0
731,2009_001636,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.9422436471819449
731,2009_001636,jpeg_compression,medium,20.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.8142392710862121
731,2009_001636,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
731,2009_001636,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9458556461630392
731,2009_001636,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.9580029462384805
731,2009_001636,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.9553278516523935
732,2009_001640,gaussian_noise,mild,10.0,1,1,0,1,1,0.0,0.0,0.0,0.0
732,2009_001640,gaussian_noise,medium,25.0,1,1,0,1,1,0.0,0.0,0.0,0.0
732,2009_001640,gaussian_noise,severe,50.0,1,2,0,2,1,0.0,0.0,0.0,0.0
732,2009_001640,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9742175028430236
732,2009_001640,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9142954364913538
732,2009_001640,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
732,2009_001640,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.933115232325096
732,2009_001640,low_light,medium,0.35,1,1,0,1,1,0.0,0.0,0.0,0.0
732,2009_001640,low_light,severe,0.15,1,1,0,1,1,0.0,0.0,0.0,0.0
761,2009_002083,gaussian_noise,mild,10.0,2,9,2,7,0,0.2222222222222222,1.0,0.3636363636363636,0.5809666541259655
761,2009_002083,gaussian_noise,medium,25.0,2,7,1,6,1,0.14285714285714285,0.5,0.22222222222222224,0.9085779685647519
761,2009_002083,gaussian_noise,severe,50.0,2,0,0,0,2,0.0,0.0,0.0,0.0
761,2009_002083,jpeg_compression,mild,50.0,2,8,1,7,1,0.125,0.5,0.2,0.5472362910950324
761,2009_002083,jpeg_compression,medium,20.0,2,1,0,1,2,0.0,0.0,0.0,0.0
761,2009_002083,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
761,2009_002083,low_light,mild,0.6,2,10,2,8,0,0.2,1.0,0.33333333333333337,0.5514154125225271
761,2009_002083,low_light,medium,0.35,2,9,2,7,0,0.2222222222222222,1.0,0.3636363636363636,0.5458249437489079
761,2009_002083,low_light,severe,0.15,2,8,2,6,0,0.25,1.0,0.4,0.548154427275047
800,2009_002763,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.925929580965505
800,2009_002763,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9250358151933266
800,2009_002763,gaussian_noise,severe,50.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.6014142565558279
800,2009_002763,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9354354933745368
800,2009_002763,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9295034186259974
800,2009_002763,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
800,2009_002763,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9431334516073283
800,2009_002763,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9500777054158276
800,2009_002763,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9479143720188233
837,2009_003317,gaussian_noise,mild,10.0,5,8,3,5,2,0.375,0.6,0.4615384615384615,0.8817770047210479
837,2009_003317,gaussian_noise,medium,25.0,5,0,0,0,5,0.0,0.0,0.0,0.0
837,2009_003317,gaussian_noise,severe,50.0,5,0,0,0,5,0.0,0.0,0.0,0.0
837,2009_003317,jpeg_compression,mild,50.0,5,7,2,5,3,0.2857142857142857,0.4,0.3333333333333333,0.950354979122376
837,2009_003317,jpeg_compression,medium,20.0,5,1,0,1,5,0.0,0.0,0.0,0.0
837,2009_003317,jpeg_compression,severe,5.0,5,0,0,0,5,0.0,0.0,0.0,0.0
837,2009_003317,low_light,mild,0.6,5,9,3,6,2,0.3333333333333333,0.6,0.42857142857142855,0.8991380831223661
837,2009_003317,low_light,medium,0.35,5,9,3,6,2,0.3333333333333333,0.6,0.42857142857142855,0.9026236109191969
837,2009_003317,low_light,severe,0.15,5,10,3,7,2,0.3,0.6,0.4,0.8040956607775535
859,2009_003736,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9711828994237605
859,2009_003736,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9628211330399941
859,2009_003736,gaussian_noise,severe,50.0,1,1,1,0,0,1.0,1.0,1.0,0.8259842488934217
859,2009_003736,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9711818223122097
859,2009_003736,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9629149444788786
859,2009_003736,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
859,2009_003736,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9731522814518943
859,2009_003736,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9711232139110451
859,2009_003736,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9705226514220388
860,2009_003757,gaussian_noise,mild,10.0,7,4,3,1,4,0.75,0.42857142857142855,0.5454545454545454,0.888857364765081
860,2009_003757,gaussian_noise,medium,25.0,7,3,3,0,4,1.0,0.42857142857142855,0.6,0.8650694033239997
860,2009_003757,gaussian_noise,severe,50.0,7,2,0,2,7,0.0,0.0,0.0,0.0
860,2009_003757,jpeg_compression,mild,50.0,7,5,3,2,4,0.6,0.42857142857142855,0.5,0.9085797850330027
860,2009_003757,jpeg_compression,medium,20.0,7,4,3,1,4,0.75,0.42857142857142855,0.5454545454545454,0.8986879552480461
860,2009_003757,jpeg_compression,severe,5.0,7,3,3,0,4,1.0,0.42857142857142855,0.6,0.8418166019878791
860,2009_003757,low_light,mild,0.6,7,4,3,1,4,0.75,0.42857142857142855,0.5454545454545454,0.9085010574474729
860,2009_003757,low_light,medium,0.35,7,4,3,1,4,0.75,0.42857142857142855,0.5454545454545454,0.9090907996501495
860,2009_003757,low_light,severe,0.15,7,4,3,1,4,0.75,0.42857142857142855,0.5454545454545454,0.843251056167465
903,2009_004446,gaussian_noise,mild,10.0,5,7,3,4,2,0.42857142857142855,0.6,0.5,0.9228406022728716
903,2009_004446,gaussian_noise,medium,25.0,5,6,2,4,3,0.3333333333333333,0.4,0.3636363636363636,0.7526412379196831
903,2009_004446,gaussian_noise,severe,50.0,5,0,0,0,5,0.0,0.0,0.0,0.0
903,2009_004446,jpeg_compression,mild,50.0,5,5,3,2,2,0.6,0.6,0.6,0.9194246210274821
903,2009_004446,jpeg_compression,medium,20.0,5,4,3,1,2,0.75,0.6,0.6666666666666665,0.7399849827907089
903,2009_004446,jpeg_compression,severe,5.0,5,4,1,3,4,0.25,0.2,0.22222222222222224,0.5251285850374101
903,2009_004446,low_light,mild,0.6,5,5,3,2,2,0.6,0.6,0.6,0.9258578050735657
903,2009_004446,low_light,medium,0.35,5,4,3,1,2,0.75,0.6,0.6666666666666665,0.9329308486547152
903,2009_004446,low_light,severe,0.15,5,4,3,1,2,0.75,0.6,0.6666666666666665,0.9274111849954831
908,2009_004561,gaussian_noise,mild,10.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.9599684851952967
908,2009_004561,gaussian_noise,medium,25.0,2,2,2,0,0,1.0,1.0,1.0,0.934881327636304
908,2009_004561,gaussian_noise,severe,50.0,2,1,1,0,1,1.0,0.5,0.6666666666666666,0.9560236378504414
908,2009_004561,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.9657795322763005
908,2009_004561,jpeg_compression,medium,20.0,2,2,2,0,0,1.0,1.0,1.0,0.895473618134689
908,2009_004561,jpeg_compression,severe,5.0,2,3,1,2,1,0.3333333333333333,0.5,0.4,0.9886921522168061
908,2009_004561,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.9593904351755609
908,2009_004561,low_light,medium,0.35,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.9584170028591389
908,2009_004561,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.9625802882739585
926,2009_004980,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9604594486114997
926,2009_004980,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9452571992959209
926,2009_004980,gaussian_noise,severe,50.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9573993076728937
926,2009_004980,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9568791272713731
926,2009_004980,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9529424561558627
926,2009_004980,jpeg_compression,severe,5.0,1,0,0,0,1,0.0,0.0,0.0,0.0
926,2009_004980,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9605699200226383
926,2009_004980,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9620103581880733
926,2009_004980,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.9685200554061487
937,2009_005107,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.8937809296323599
937,2009_005107,gaussian_noise,medium,25.0,1,2,1,1,0,0.5,1.0,0.6666666666666666,0.9273049656053277
937,2009_005107,gaussian_noise,severe,50.0,1,1,0,1,1,0.0,0.0,0.0,0.0
937,2009_005107,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.8762350915057509
937,2009_005107,jpeg_compression,medium,20.0,1,2,0,2,1,0.0,0.0,0.0,0.0
937,2009_005107,jpeg_compression,severe,5.0,1,1,0,1,1,0.0,0.0,0.0,0.0
937,2009_005107,low_light,mild,0.6,1,1,1,0,0,1.0,1.0,1.0,0.9563637151893524
937,2009_005107,low_light,medium,0.35,1,1,1,0,0,1.0,1.0,1.0,0.9397865172100676
937,2009_005107,low_light,severe,0.15,1,1,1,0,0,1.0,1.0,1.0,0.8831314107056975
949,2009_005247,gaussian_noise,mild,10.0,2,2,2,0,0,1.0,1.0,1.0,0.797744923638261
949,2009_005247,gaussian_noise,medium,25.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.7621025605532936
949,2009_005247,gaussian_noise,severe,50.0,2,2,1,1,1,0.5,0.5,0.5,0.943196153191051
949,2009_005247,jpeg_compression,mild,50.0,2,2,2,0,0,1.0,1.0,1.0,0.748364224061574
949,2009_005247,jpeg_compression,medium,20.0,2,3,2,1,0,0.6666666666666666,1.0,0.8,0.9304572279343222
949,2009_005247,jpeg_compression,severe,5.0,2,0,0,0,2,0.0,0.0,0.0,0.0
949,2009_005247,low_light,mild,0.6,2,2,2,0,0,1.0,1.0,1.0,0.8241850676904582
949,2009_005247,low_light,medium,0.35,2,2,2,0,0,1.0,1.0,1.0,0.8114061974671818
949,2009_005247,low_light,severe,0.15,2,2,2,0,0,1.0,1.0,1.0,0.8087127836757971
966,2010_000285,gaussian_noise,mild,10.0,1,1,1,0,0,1.0,1.0,1.0,0.9744918882389954
966,2010_000285,gaussian_noise,medium,25.0,1,1,1,0,0,1.0,1.0,1.0,0.9766410692490954
966,2010_000285,gaussian_noise,severe,50.0,1,0,0,0,1,0.0,0.0,0.0,0.0
966,2010_000285,jpeg_compression,mild,50.0,1,1,1,0,0,1.0,1.0,1.0,0.9698484839334088
966,2010_000285,jpeg_compression,medium,20.0,1,1,1,0,0,1.0,1.0,1.0,0.9685227075895176
