dataset_index,distortion_type,severity_level,parameter_value,class_id,iou
520,gaussian_noise,severe,50.0,0,0.8621338159458369
520,gaussian_noise,severe,50.0,19,0.019044294469009387
520,jpeg_compression,mild,50.0,0,0.9823122708620894
520,jpeg_compression,mild,50.0,19,0.8937654737789782
520,jpeg_compression,medium,20.0,0,0.9213387521507731
520,jpeg_compression,medium,20.0,19,0.6307286992270056
520,jpeg_compression,severe,5.0,0,0.8598324426298135
520,jpeg_compression,severe,5.0,19,0.0
520,low_light,mild,0.6,0,0.9910308561113653
520,low_light,mild,0.6,19,0.9445799930289299
520,low_light,medium,0.35,0,0.9853500168247361
520,low_light,medium,0.35,19,0.9089112746997288
520,low_light,severe,0.15,0,0.9664497204143367
520,low_light,severe,0.15,19,0.7871433002481389
544,gaussian_noise,mild,10.0,0,0.9964656253562878
544,gaussian_noise,mild,10.0,8,0.9884036285420369
544,gaussian_noise,medium,25.0,0,0.9845536708825063
544,gaussian_noise,medium,25.0,8,0.948995507135042
544,gaussian_noise,severe,50.0,0,0.9046160031609813
544,gaussian_noise,severe,50.0,8,0.0
544,gaussian_noise,severe,50.0,15,0.0
544,jpeg_compression,mild,50.0,0,0.9948994130050721
544,jpeg_compression,mild,50.0,8,0.983330229092941
544,jpeg_compression,medium,20.0,0,0.9682158214894421
544,jpeg_compression,medium,20.0,8,0.9102134604647167
544,jpeg_compression,medium,20.0,9,0.0
544,jpeg_compression,medium,20.0,18,0.0
544,jpeg_compression,severe,5.0,0,0.5806221453170559
544,jpeg_compression,severe,5.0,8,0.058223887564185055
544,low_light,mild,0.6,0,0.9958687104678329
544,low_light,mild,0.6,8,0.9864485981308411
544,low_light,medium,0.35,0,0.991547935281333
544,low_light,medium,0.35,8,0.9723307291666666
544,low_light,severe,0.15,0,0.8921962785423432
544,low_light,severe,0.15,8,0.6208990393329709
545,gaussian_noise,mild,10.0,0,0.9491049737885181
545,gaussian_noise,mild,10.0,4,0.7645788975632837
545,gaussian_noise,medium,25.0,0,0.8843296989018311
545,gaussian_noise,medium,25.0,4,0.6225377334356613
545,gaussian_noise,severe,50.0,0,0.8385735838705253
545,gaussian_noise,severe,50.0,4,0.0
545,jpeg_compression,mild,50.0,0,0.9763726142352761
545,jpeg_compression,mild,50.0,4,0.8753080168776372
545,jpeg_compression,medium,20.0,0,0.9575588862304337
545,jpeg_compression,medium,20.0,4,0.8160809130975252
545,jpeg_compression,severe,5.0,0,0.8385735838705253
545,jpeg_compression,severe,5.0,4,0.0
545,low_light,mild,0.6,0,0.9396610882023827
545,low_light,mild,0.6,4,0.6776963212469453
545,low_light,medium,0.35,0,0.9432175077265732
545,low_light,medium,0.35,4,0.7119918763684828
545,low_light,severe,0.15,0,0.961173871883875
545,low_light,severe,0.15,4,0.794775994929446
552,gaussian_noise,mild,10.0,0,0.8867633899100738
552,gaussian_noise,mild,10.0,8,0.717392159175809
552,gaussian_noise,mild,10.0,9,0.0
552,gaussian_noise,mild,10.0,15,0.6554805354234047
552,gaussian_noise,mild,10.0,18,0.0
552,gaussian_noise,mild,10.0,20,0.0
552,gaussian_noise,medium,25.0,0,0.8124707384549904
552,gaussian_noise,medium,25.0,8,0.4820800855876509
552,gaussian_noise,medium,25.0,9,0.0
552,gaussian_noise,medium,25.0,15,0.6411647959812968
552,gaussian_noise,medium,25.0,20,0.0
552,gaussian_noise,severe,50.0,0,0.6872463981956726
552,gaussian_noise,severe,50.0,8,0.0
552,gaussian_noise,severe,50.0,12,0.0
552,gaussian_noise,severe,50.0,15,0.6255676705104326
552,jpeg_compression,mild,50.0,0,0.9612761374854168
552,jpeg_compression,mild,50.0,8,0.7817166601740034
552,jpeg_compression,mild,50.0,9,0.0
552,jpeg_compression,mild,50.0,15,0.8563883714898733
552,jpeg_compression,mild,50.0,18,0.0
552,jpeg_compression,mild,50.0,20,0.0
552,jpeg_compression,medium,20.0,0,0.9833288072176458
552,jpeg_compression,medium,20.0,8,0.5744482146748435
552,jpeg_compression,medium,20.0,9,0.0
552,jpeg_compression,medium,20.0,15,0.6866698180099268
552,jpeg_compression,medium,20.0,18,0.0
552,jpeg_compression,medium,20.0,20,0.0
552,jpeg_compression,severe,5.0,0,0.5237823828624891
552,jpeg_compression,severe,5.0,8,0.02091929757220996
552,jpeg_compression,severe,5.0,12,0.0
552,jpeg_compression,severe,5.0,15,0.0
552,low_light,mild,0.6,0,0.9093639882155855
552,low_light,mild,0.6,8,0.6892933512357651
552,low_light,mild,0.6,9,0.0
552,low_light,mild,0.6,12,0.0
552,low_light,mild,0.6,15,0.9542470750891706
552,low_light,mild,0.6,20,0.0
552,low_light,medium,0.35,0,0.912816409046877
552,low_light,medium,0.35,8,0.6979561316051844
552,low_light,medium,0.35,9,0.0
552,low_light,medium,0.35,15,0.9131644832605531
552,low_light,medium,0.35,18,0.0
552,low_light,medium,0.35,20,0.0
552,low_light,severe,0.15,0,0.7882027159389096
552,low_light,severe,0.15,8,0.47334657094852606
552,low_light,severe,0.15,9,0.0
552,low_light,severe,0.15,15,0.6835344885712359
556,gaussian_noise,mild,10.0,0,0.9023021970998849
556,gaussian_noise,mild,10.0,12,0.9725347918756269
556,gaussian_noise,mild,10.0,18,0.0
556,gaussian_noise,medium,25.0,0,0.9490210039159843
556,gaussian_noise,medium,25.0,12,0.9768167422414674
556,gaussian_noise,medium,25.0,18,0.0
556,gaussian_noise,severe,50.0,0,0.7796435145692093
556,gaussian_noise,severe,50.0,12,0.8430218611568662
556,jpeg_compression,mild,50.0,0,0.9161014926211438
556,jpeg_compression,mild,50.0,12,0.963275158976923
556,jpeg_compression,mild,50.0,18,0.0
556,jpeg_compression,medium,20.0,0,0.9235667007178741
556,jpeg_compression,medium,20.0,12,0.9575017701111863
556,jpeg_compression,severe,5.0,0,0.45805494505494504
556,jpeg_compression,severe,5.0,8,0.0
556,jpeg_compression,severe,5.0,12,0.0
556,low_light,mild,0.6,0,0.9316989945040346
556,low_light,mild,0.6,12,0.9618136185583938
556,low_light,medium,0.35,0,0.9136142105042663
556,low_light,medium,0.35,12,0.9520832849208747
556,low_light,severe,0.15,0,0.8608429286437108
556,low_light,severe,0.15,12,0.9226583163591038
565,gaussian_noise,mild,10.0,0,0.9981410429613617
565,gaussian_noise,mild,10.0,3,0.98114689709348
565,gaussian_noise,mild,10.0,15,0.0
565,gaussian_noise,medium,25.0,0,0.9930775466090246
565,gaussian_noise,medium,25.0,3,0.9796078431372549
565,gaussian_noise,medium,25.0,15,0.0
565,gaussian_noise,severe,50.0,0,0.9826257016439673
565,gaussian_noise,severe,50.0,3,0.9410840534171249
565,gaussian_noise,severe,50.0,15,0.0
565,jpeg_compression,mild,50.0,0,0.9946082324402881
565,jpeg_compression,mild,50.0,3,0.9442262372348782
565,jpeg_compression,mild,50.0,15,0.0
565,jpeg_compression,medium,20.0,0,0.9911664400267651
565,jpeg_compression,medium,20.0,3,0.6268656716417911
565,jpeg_compression,medium,20.0,15,0.0
565,jpeg_compression,severe,5.0,0,0.9949185625715837
565,jpeg_compression,severe,5.0,3,0.0
565,jpeg_compression,severe,5.0,15,0.0
565,low_light,mild,0.6,0,0.9959096337041861
565,low_light,mild,0.6,3,0.9567949725058916
565,low_light,mild,0.6,15,0.0
565,low_light,medium,0.35,0,0.9910588387835699
565,low_light,medium,0.35,3,0.8617439120188531
565,low_light,medium,0.35,15,0.0
565,low_light,severe,0.15,0,0.9927830206515809
565,low_light,severe,0.15,3,0.9238020424194815
565,low_light,severe,0.15,15,0.0
588,gaussian_noise,mild,10.0,0,0.9994042489813721
588,gaussian_noise,mild,10.0,9,0.8458277554663097
588,gaussian_noise,mild,10.0,11,0.9424577652002402
588,gaussian_noise,mild,10.0,15,0.0
588,gaussian_noise,medium,25.0,0,0.9992928954601762
588,gaussian_noise,medium,25.0,9,0.9163830821584832
588,gaussian_noise,medium,25.0,11,0.9676727833990739
588,gaussian_noise,severe,50.0,0,0.9498057011182924
588,gaussian_noise,severe,50.0,9,0.8144773475069602
588,gaussian_noise,severe,50.0,11,0.18874882085584427
588,jpeg_compression,mild,50.0,0,0.9993459951507934
588,jpeg_compression,mild,50.0,9,0.5802354399008675
588,jpeg_compression,mild,50.0,11,0.7714604236343366
588,jpeg_compression,medium,20.0,0,0.9993725807137692
588,jpeg_compression,medium,20.0,9,0.939183987682833
588,jpeg_compression,medium,20.0,11,0.9891564207650273
588,jpeg_compression,severe,5.0,0,0.9315806194565823
588,jpeg_compression,severe,5.0,9,0.12169589112797696
588,jpeg_compression,severe,5.0,11,0.8787048567870486
588,jpeg_compression,severe,5.0,20,0.0
588,low_light,mild,0.6,0,0.9994575939505772
588,low_light,mild,0.6,9,0.9110459433040078
588,low_light,mild,0.6,11,0.9775319440871281
588,low_light,medium,0.35,0,0.9992450021267546
588,low_light,medium,0.35,5,0.0
588,low_light,medium,0.35,9,0.9255452494359488
588,low_light,medium,0.35,11,0.9854314851315451
588,low_light,severe,0.15,0,0.9971140736653917
588,low_light,severe,0.15,9,0.5441685477802859
588,low_light,severe,0.15,11,0.7289254780893577
613,gaussian_noise,mild,10.0,0,0.9967862473173336
613,gaussian_noise,mild,10.0,14,0.6845493562231759
613,gaussian_noise,mild,10.0,16,0.8343592613318411
613,gaussian_noise,medium,25.0,0,0.985359287079665
613,gaussian_noise,medium,25.0,14,0.0
613,gaussian_noise,medium,25.0,16,0.0
613,gaussian_noise,severe,50.0,0,0.985359287079665
613,gaussian_noise,severe,50.0,14,0.0
613,gaussian_noise,severe,50.0,16,0.0
613,jpeg_compression,mild,50.0,0,0.9935661115967445
613,jpeg_compression,mild,50.0,14,0.49356223175965663
613,jpeg_compression,mild,50.0,16,0.6010072747621712
613,jpeg_compression,medium,20.0,0,0.9799962307837278
613,jpeg_compression,medium,20.0,14,0.0
613,jpeg_compression,medium,20.0,16,0.0
613,jpeg_compression,medium,20.0,19,0.0
613,jpeg_compression,severe,5.0,0,0.985359287079665
613,jpeg_compression,severe,5.0,14,0.0
613,jpeg_compression,severe,5.0,16,0.0
613,low_light,mild,0.6,0,0.9974544721163857
613,low_light,mild,0.6,14,0.7135193133047211
613,low_light,mild,0.6,16,0.8883305415968733
613,low_light,medium,0.35,0,0.986123909447058
613,low_light,medium,0.35,14,0.0
613,low_light,medium,0.35,16,0.08058198097369894
613,low_light,severe,0.15,0,0.985359287079665
613,low_light,severe,0.15,14,0.0
613,low_light,severe,0.15,16,0.0
637,gaussian_noise,mild,10.0,0,0.989929793276039
637,gaussian_noise,mild,10.0,6,0.9797666541211894
637,gaussian_noise,medium,25.0,0,0.9823798729382289
637,gaussian_noise,medium,25.0,6,0.9647840929508295
637,gaussian_noise,medium,25.0,15,0.0
637,gaussian_noise,severe,50.0,0,0.9644822448658725
637,gaussian_noise,severe,50.0,6,0.9319573729579324
637,jpeg_compression,mild,50.0,0,0.9908571857861919
637,jpeg_compression,mild,50.0,6,0.9817407090666307
637,jpeg_compression,medium,20.0,0,0.9869229675207534
637,jpeg_compression,medium,20.0,6,0.9738949199304264
637,jpeg_compression,medium,20.0,7,0.0
637,jpeg_compression,severe,5.0,0,0.8613002330213364
637,jpeg_compression,severe,5.0,6,0.678204140805509
637,low_light,mild,0.6,0,0.9939014302687582
637,low_light,mild,0.6,6,0.9877811760806352
637,low_light,medium,0.35,0,0.9920456847839954
637,low_light,medium,0.35,6,0.984022428892272
637,low_light,severe,0.15,0,0.9872680947719987
637,low_light,severe,0.15,6,0.9743416000361386
664,gaussian_noise,mild,10.0,0,0.9369558629050033
664,gaussian_noise,mild,10.0,8,0.9689454870420018
664,gaussian_noise,mild,10.0,9,0.0
664,gaussian_noise,medium,25.0,0,0.984502200220022
664,gaussian_noise,medium,25.0,8,0.8835322688988787
664,gaussian_noise,severe,50.0,0,0.9769348358382598
664,gaussian_noise,severe,50.0,8,0.6662616667587121
664,gaussian_noise,severe,50.0,15,0.0
664,jpeg_compression,mild,50.0,0,0.9330949773010657
664,jpeg_compression,mild,50.0,8,0.9742595402686449
664,jpeg_compression,mild,50.0,9,0.0
664,jpeg_compression,mild,50.0,11,0.0
664,jpeg_compression,medium,20.0,0,0.9843085930773204
664,jpeg_compression,medium,20.0,8,0.9232241599319438
664,jpeg_compression,medium,20.0,9,0.0
664,jpeg_compression,severe,5.0,0,0.92244622972492
664,jpeg_compression,severe,5.0,8,0.2989370870439529
664,low_light,mild,0.6,0,0.9966998973454498
664,low_light,mild,0.6,8,0.9731967992837558
664,low_light,medium,0.35,0,0.9958122395564281
664,low_light,medium,0.35,8,0.9661507627213005
664,low_light,severe,0.15,0,0.9930811331795807
664,low_light,severe,0.15,8,0.9450489365192192
691,gaussian_noise,mild,10.0,0,0.9642877157587985
691,gaussian_noise,mild,10.0,9,0.5038264572184821
691,gaussian_noise,mild,10.0,16,0.13464874241110147
691,gaussian_noise,medium,25.0,0,0.9613042899480835
691,gaussian_noise,medium,25.0,9,0.48008909653936005
691,gaussian_noise,medium,25.0,16,0.0
691,gaussian_noise,severe,50.0,0,0.9550068414732903
691,gaussian_noise,severe,50.0,9,0.44317396160187206
691,gaussian_noise,severe,50.0,16,0.0
691,jpeg_compression,mild,50.0,0,0.9630711673462524
691,jpeg_compression,mild,50.0,9,0.5038294467306813
691,jpeg_compression,mild,50.0,16,0.14329135909683022
691,jpeg_compression,medium,20.0,0,0.9612343486741378
691,jpeg_compression,medium,20.0,9,0.4890318970341354
691,jpeg_compression,medium,20.0,16,0.008052230685527748
691,jpeg_compression,severe,5.0,0,0.9136791482357782
691,jpeg_compression,severe,5.0,9,0.037548976926425774
691,jpeg_compression,severe,5.0,16,0.0
691,low_light,mild,0.6,0,0.9654520501904549
691,low_light,mild,0.6,9,0.5340073529411765
691,low_light,mild,0.6,16,0.3109809027777778
691,low_light,medium,0.35,0,0.9651987095600327
691,low_light,medium,0.35,9,0.5299913782485528
691,low_light,medium,0.35,16,0.32545020611846387
691,low_light,severe,0.15,0,0.9635653006859036
691,low_light,severe,0.15,9,0.5212251148545176
691,low_light,severe,0.15,16,0.3237207285342585
699,gaussian_noise,mild,10.0,0,0.9813676305784518
699,gaussian_noise,mild,10.0,14,0.9434881627032466
699,gaussian_noise,mild,10.0,15,0.8165702326726579
699,gaussian_noise,medium,25.0,0,0.9780813314492071
699,gaussian_noise,medium,25.0,14,0.9210190863363881
699,gaussian_noise,medium,25.0,15,0.6685171477917592
699,gaussian_noise,severe,50.0,0,0.9695089578496997
699,gaussian_noise,severe,50.0,7,0.0
699,gaussian_noise,severe,50.0,14,0.8899355565728774
699,gaussian_noise,severe,50.0,15,0.6487560306498912
699,jpeg_compression,mild,50.0,0,0.9820321012488475
699,jpeg_compression,mild,50.0,14,0.9315764738646847
699,jpeg_compression,mild,50.0,15,0.7188894397620228
699,jpeg_compression,medium,20.0,0,0.9788261865177703
699,jpeg_compression,medium,20.0,14,0.9276982733137422
699,jpeg_compression,medium,20.0,15,0.7171954079743241
699,jpeg_compression,severe,5.0,0,0.6157349094080031
699,jpeg_compression,severe,5.0,2,0.0
699,jpeg_compression,severe,5.0,14,1.862821802466376e-05
699,jpeg_compression,severe,5.0,15,0.0
699,low_light,mild,0.6,0,0.9834477697992557
699,low_light,mild,0.6,14,0.948745774773172
699,low_light,mild,0.6,15,0.8388728323699421
699,low_light,medium,0.35,0,0.981856062985531
699,low_light,medium,0.35,14,0.9473114078704361
699,low_light,medium,0.35,15,0.8431804281345566
699,low_light,severe,0.15,0,0.9758599502202597
699,low_light,severe,0.15,14,0.8959023598620597
699,low_light,severe,0.15,15,0.5127118644067796
704,gaussian_noise,mild,10.0,0,0.9896710225071326
704,gaussian_noise,mild,10.0,6,0.9842168674698795
704,gaussian_noise,mild,10.0,7,0.760757994472957
704,gaussian_noise,medium,25.0,0,0.9855537579573032
704,gaussian_noise,medium,25.0,6,0.9823686005912806
704,gaussian_noise,medium,25.0,7,0.6979816513761468
704,gaussian_noise,severe,50.0,0,0.9656031088172191
704,gaussian_noise,severe,50.0,6,0.959445037353255
704,gaussian_noise,severe,50.0,7,0.4386381631037213
704,jpeg_compression,mild,50.0,0,0.9865743469730696
704,jpeg_compression,mild,50.0,6,0.9832126926467053
704,jpeg_compression,mild,50.0,7,0.6882055274425847
704,jpeg_compression,medium,20.0,0,0.9833185929824254
704,jpeg_compression,medium,20.0,6,0.9827343718606427
704,jpeg_compression,medium,20.0,7,0.6302454473475851
704,jpeg_compression,severe,5.0,0,0.9449388959123473
704,jpeg_compression,severe,5.0,6,0.9400740552607306
704,jpeg_compression,severe,5.0,7,0.08234362628661916
704,low_light,mild,0.6,0,0.9887790636322066
704,low_light,mild,0.6,6,0.9860727594434465
704,low_light,mild,0.6,7,0.7082343626286619
704,low_light,medium,0.35,0,0.9863012497259372
704,low_light,medium,0.35,6,0.9860594920234533
704,low_light,medium,0.35,7,0.6330166270783848
704,low_light,severe,0.15,0,0.9716814771273469
704,low_light,severe,0.15,6,0.9689937047824861
704,low_light,severe,0.15,7,0.5249406175771971
705,gaussian_noise,mild,10.0,0,0.987599552623085
705,gaussian_noise,mild,10.0,17,0.941674904674481
705,gaussian_noise,medium,25.0,0,0.9976221552125059
705,gaussian_noise,medium,25.0,17,0.9882138607971446
705,gaussian_noise,severe,50.0,0,0.9613397225870705
705,gaussian_noise,severe,50.0,12,0.0
705,gaussian_noise,severe,50.0,13,0.0
705,gaussian_noise,severe,50.0,15,0.0
705,gaussian_noise,severe,50.0,17,0.3146454804377155
705,jpeg_compression,mild,50.0,0,0.9875315277444151
705,jpeg_compression,mild,50.0,17,0.9413861246382949
705,jpeg_compression,medium,20.0,0,0.9917880814586288
705,jpeg_compression,medium,20.0,17,0.9605992941006987
705,jpeg_compression,severe,5.0,0,0.8759655344172596
705,jpeg_compression,severe,5.0,8,0.0
705,jpeg_compression,severe,5.0,12,0.0
705,jpeg_compression,severe,5.0,17,0.0
705,low_light,mild,0.6,0,0.9960138427006778
705,low_light,mild,0.6,17,0.9804872671149818
705,low_light,medium,0.35,0,0.9965994820403108
705,low_light,medium,0.35,17,0.9833032324647083
705,low_light,severe,0.15,0,0.9944225255103951
705,low_light,severe,0.15,17,0.9724736744873452
711,gaussian_noise,mild,10.0,0,0.9822014180871702
711,gaussian_noise,mild,10.0,8,0.964167570122036
711,gaussian_noise,medium,25.0,0,0.9429044490733323
711,gaussian_noise,medium,25.0,8,0.8828156044889626
711,gaussian_noise,severe,50.0,0,0.8229926901179933
711,gaussian_noise,severe,50.0,8,0.5595405145136882
711,gaussian_noise,severe,50.0,12,0.0
711,jpeg_compression,mild,50.0,0,0.9839427718165087
711,jpeg_compression,mild,50.0,8,0.9634949957263779
711,jpeg_compression,mild,50.0,12,0.0
711,jpeg_compression,medium,20.0,0,0.9168125680215776
711,jpeg_compression,medium,20.0,8,0.8434072226605248
711,jpeg_compression,severe,5.0,0,0.7118550337669882
711,jpeg_compression,severe,5.0,8,0.4055362205268859
711,low_light,mild,0.6,0,0.982869527765814
711,low_light,mild,0.6,8,0.9660905078173343
711,low_light,medium,0.35,0,0.9810060645366045
711,low_light,medium,0.35,8,0.961776099301612
711,low_light,severe,0.15,0,0.969215254733887
711,low_light,severe,0.15,8,0.937222098710538
715,gaussian_noise,mild,10.0,0,0.810348396838734
715,gaussian_noise,mild,10.0,5,0.7439517793741227
715,gaussian_noise,mild,10.0,9,0.0
715,gaussian_noise,mild,10.0,11,0.728594706695635
715,gaussian_noise,mild,10.0,15,0.9659167712658105
715,gaussian_noise,mild,10.0,16,0.0
715,gaussian_noise,medium,25.0,0,0.7963218623738173
715,gaussian_noise,medium,25.0,5,0.6024275452068367
715,gaussian_noise,medium,25.0,9,0.0
715,gaussian_noise,medium,25.0,11,0.7325284694986534
715,gaussian_noise,medium,25.0,15,0.8049549474802118
715,gaussian_noise,severe,50.0,0,0.6592510885341074
715,gaussian_noise,severe,50.0,5,0.0
715,gaussian_noise,severe,50.0,11,0.585373232157713
715,gaussian_noise,severe,50.0,15,0.5940315457413249
715,jpeg_compression,mild,50.0,0,0.7825521920045784
715,jpeg_compression,mild,50.0,5,0.7176120881842952
715,jpeg_compression,mild,50.0,9,0.0
715,jpeg_compression,mild,50.0,11,0.6989153472135644
715,jpeg_compression,mild,50.0,15,0.9479235085480511
715,jpeg_compression,mild,50.0,16,0.0
715,jpeg_compression,medium,20.0,0,0.7708678953707702
715,jpeg_compression,medium,20.0,5,0.2987366856576666
715,jpeg_compression,medium,20.0,9,0.0
715,jpeg_compression,medium,20.0,11,0.7069047619047619
715,jpeg_compression,medium,20.0,15,0.9097952302475801
715,jpeg_compression,medium,20.0,16,0.0
715,jpeg_compression,severe,5.0,0,0.580884738181011
715,jpeg_compression,severe,5.0,5,0.0
715,jpeg_compression,severe,5.0,11,0.536922099501515
715,jpeg_compression,severe,5.0,15,0.5138446017762885
715,low_light,mild,0.6,0,0.7770311766193417
715,low_light,mild,0.6,5,0.8115165993903946
715,low_light,mild,0.6,9,0.0
715,low_light,mild,0.6,11,0.7052388598956243
715,low_light,mild,0.6,15,0.9565316254216091
715,low_light,mild,0.6,16,0.0
715,low_light,medium,0.35,0,0.788333773055429
715,low_light,medium,0.35,5,0.8429595451923869
715,low_light,medium,0.35,9,0.0
715,low_light,medium,0.35,11,0.7024516064407883
715,low_light,medium,0.35,15,0.9653190415161754
715,low_light,medium,0.35,16,0.0
715,low_light,severe,0.15,0,0.7993012560753883
715,low_light,severe,0.15,5,0.8747421404406304
715,low_light,severe,0.15,11,0.6790148177813377
715,low_light,severe,0.15,15,0.9430611777285572
715,low_light,severe,0.15,16,0.0
724,gaussian_noise,mild,10.0,0,0.8655306981955875
724,gaussian_noise,mild,10.0,2,0.4392222005081102
724,gaussian_noise,mild,10.0,7,0.9967213114754099
724,gaussian_noise,mild,10.0,15,0.0
724,gaussian_noise,medium,25.0,0,0.8506040716093923
724,gaussian_noise,medium,25.0,2,0.43654391858834274
724,gaussian_noise,medium,25.0,7,0.0
724,gaussian_noise,severe,50.0,0,0.8492712648544042
724,gaussian_noise,severe,50.0,2,0.4269015421891883
724,gaussian_noise,severe,50.0,7,0.0
724,jpeg_compression,mild,50.0,0,0.8687267334991272
724,jpeg_compression,mild,50.0,2,0.44314464161792405
724,jpeg_compression,mild,50.0,7,0.9987689782519491
724,jpeg_compression,mild,50.0,15,0.0
724,jpeg_compression,medium,20.0,0,0.8831844204743607
724,jpeg_compression,medium,20.0,2,0.46795706493049444
724,jpeg_compression,medium,20.0,7,0.9909873002867677
724,jpeg_compression,severe,5.0,0,0.8657481695985432
724,jpeg_compression,severe,5.0,2,0.42844723314182037
724,jpeg_compression,severe,5.0,7,0.0
724,jpeg_compression,severe,5.0,8,0.0
724,low_light,mild,0.6,0,0.8705533596837944
724,low_light,mild,0.6,2,0.4448665400379886
724,low_light,mild,0.6,7,0.9979516591560835
724,low_light,mild,0.6,15,0.0
724,low_light,medium,0.35,0,0.8698394583840969
724,low_light,medium,0.35,2,0.4389465283320032
724,low_light,medium,0.35,7,0.9967266775777414
724,low_light,severe,0.15,0,0.8539357341475796
724,low_light,severe,0.15,2,0.4207282727543819
724,low_light,severe,0.15,7,0.26313628899835795
731,gaussian_noise,mild,10.0,0,0.9921796549310775
731,gaussian_noise,mild,10.0,13,0.9946284878252691
731,gaussian_noise,medium,25.0,0,0.9842036908393488
731,gaussian_noise,medium,25.0,13,0.9890734357045858
731,gaussian_noise,severe,50.0,0,0.936926572521499
731,gaussian_noise,severe,50.0,13,0.9160522193211488
731,gaussian_noise,severe,50.0,15,0.0
731,jpeg_compression,mild,50.0,0,0.9954965957316887
731,jpeg_compression,mild,50.0,13,0.9969171604435109
731,jpeg_compression,medium,20.0,0,0.9944264598094308
731,jpeg_compression,medium,20.0,13,0.9961891437580263
731,jpeg_compression,severe,5.0,0,0.5186398012942605
731,jpeg_compression,severe,5.0,12,0.0
731,jpeg_compression,severe,5.0,13,0.0
731,jpeg_compression,severe,5.0,15,0.0
731,low_light,mild,0.6,0,0.9950558505768174
731,low_light,mild,0.6,13,0.9966142077873221
731,low_light,medium,0.35,0,0.9940643310546875
731,low_light,medium,0.35,13,0.9959375489530573
731,low_light,severe,0.15,0,0.9855839638760069
731,low_light,severe,0.15,13,0.9901864063554702
732,gaussian_noise,mild,10.0,0,0.7793320118188278
732,gaussian_noise,mild,10.0,5,0.9829801600699064
732,gaussian_noise,mild,10.0,11,0.0
732,gaussian_noise,mild,10.0,15,0.0
732,gaussian_noise,medium,25.0,0,0.9468298359548031
732,gaussian_noise,medium,25.0,5,0.9839946385981511
732,gaussian_noise,medium,25.0,11,0.0
732,gaussian_noise,severe,50.0,0,0.9508180281367296
732,gaussian_noise,severe,50.0,5,0.8665950932442642
732,gaussian_noise,severe,50.0,11,0.0
732,jpeg_compression,mild,50.0,0,0.9892769174672391
732,jpeg_compression,mild,50.0,5,0.9713233830845771
732,jpeg_compression,medium,20.0,0,0.8918898714968118
732,jpeg_compression,medium,20.0,5,0.9649900417854493
732,jpeg_compression,medium,20.0,15,0.0
732,jpeg_compression,severe,5.0,0,0.7287246865959498
732,jpeg_compression,severe,5.0,5,0.0
732,jpeg_compression,severe,5.0,20,0.0
732,low_light,mild,0.6,0,0.9922867276460705
732,low_light,mild,0.6,5,0.9794632206759444
732,low_light,medium,0.35,0,0.9911300748002959
732,low_light,medium,0.35,5,0.9765210855289185
732,low_light,severe,0.15,0,0.9826226570084385
732,low_light,severe,0.15,5,0.9549109651417389
761,gaussian_noise,mild,10.0,0,0.8512959663558698
761,gaussian_noise,mild,10.0,9,0.0
761,gaussian_noise,mild,10.0,16,0.0
761,gaussian_noise,mild,10.0,18,0.4329920732130064
761,gaussian_noise,medium,25.0,0,0.9161412713419025
761,gaussian_noise,medium,25.0,9,0.0
761,gaussian_noise,medium,25.0,16,0.0
761,gaussian_noise,medium,25.0,18,0.6175418959674159
761,gaussian_noise,severe,50.0,0,0.9020499185178832
761,gaussian_noise,severe,50.0,9,0.0
761,gaussian_noise,severe,50.0,15,0.0
761,gaussian_noise,severe,50.0,16,0.0
761,gaussian_noise,severe,50.0,18,0.0
761,jpeg_compression,mild,50.0,0,0.855882577104822
761,jpeg_compression,mild,50.0,9,0.0
761,jpeg_compression,mild,50.0,16,0.0
761,jpeg_compression,mild,50.0,18,0.49504950495049505
761,jpeg_compression,medium,20.0,0,0.9243826653615982
761,jpeg_compression,medium,20.0,9,0.0
761,jpeg_compression,medium,20.0,16,0.7419898819561551
761,jpeg_compression,medium,20.0,18,0.40583203114654237
761,jpeg_compression,severe,5.0,0,0.8198658166532112
761,jpeg_compression,severe,5.0,15,0.0
761,jpeg_compression,severe,5.0,16,0.0
761,jpeg_compression,severe,5.0,18,0.0
761,low_light,mild,0.6,0,0.8865356223062307
761,low_light,mild,0.6,9,0.0
761,low_light,mild,0.6,16,0.389873417721519
761,low_light,mild,0.6,18,0.5261410043530943
761,low_light,mild,0.6,20,0.0
761,low_light,medium,0.35,0,0.8741478830934782
761,low_light,medium,0.35,9,0.0
761,low_light,medium,0.35,16,0.2607594936708861
761,low_light,medium,0.35,18,0.587569481800251
761,low_light,severe,0.15,0,0.8421185531216464
761,low_light,severe,0.15,16,0.0
761,low_light,severe,0.15,18,0.47161233089376803
800,gaussian_noise,mild,10.0,0,0.9897425774424436
800,gaussian_noise,mild,10.0,14,0.967440996959922
800,gaussian_noise,medium,25.0,0,0.985874099355328
800,gaussian_noise,medium,25.0,14,0.9552449168207024
800,gaussian_noise,severe,50.0,0,0.9684967329678483
800,gaussian_noise,severe,50.0,7,0.0
800,gaussian_noise,severe,50.0,14,0.8988166890004315
800,jpeg_compression,mild,50.0,0,0.9908664762323299
800,jpeg_compression,mild,50.0,14,0.9711235642830678
800,jpeg_compression,medium,20.0,0,0.9883370845634445
800,jpeg_compression,medium,20.0,14,0.9630717971262639
