dataset_index,distortion_type,severity_level,parameter_value,class_id,iou
215,gaussian_noise,severe,50.0,0,0.4699526594263436
215,gaussian_noise,severe,50.0,5,0.0
215,gaussian_noise,severe,50.0,15,0.7996237887967803
215,gaussian_noise,severe,50.0,17,0.29595456713570234
215,jpeg_compression,mild,50.0,0,0.9152200867947923
215,jpeg_compression,mild,50.0,5,0.0
215,jpeg_compression,mild,50.0,9,0.0
215,jpeg_compression,mild,50.0,15,0.9261730823264962
215,jpeg_compression,mild,50.0,17,0.9494315839076397
215,jpeg_compression,medium,20.0,0,0.8833553972556684
215,jpeg_compression,medium,20.0,5,0.0
215,jpeg_compression,medium,20.0,15,0.9122914651124377
215,jpeg_compression,medium,20.0,17,0.9318965644843766
215,jpeg_compression,severe,5.0,0,0.37880137052594903
215,jpeg_compression,severe,5.0,5,0.0
215,jpeg_compression,severe,5.0,8,0.0
215,jpeg_compression,severe,5.0,12,0.0
215,jpeg_compression,severe,5.0,15,0.10236589943692581
215,jpeg_compression,severe,5.0,17,0.0
215,low_light,mild,0.6,0,0.9146001273969293
215,low_light,mild,0.6,5,0.0
215,low_light,mild,0.6,15,0.9274372705376143
215,low_light,mild,0.6,17,0.9551606816527256
215,low_light,medium,0.35,0,0.895106698472052
215,low_light,medium,0.35,5,0.0
215,low_light,medium,0.35,15,0.9190053700677095
215,low_light,medium,0.35,17,0.9451441657125013
215,low_light,severe,0.15,0,0.8162868097860994
215,low_light,severe,0.15,5,0.0
215,low_light,severe,0.15,15,0.8992129684012686
215,low_light,severe,0.15,17,0.891252884686965
220,gaussian_noise,mild,10.0,0,0.9646805668917415
220,gaussian_noise,mild,10.0,14,0.9656617361084974
220,gaussian_noise,mild,10.0,15,0.9236632622409132
220,gaussian_noise,medium,25.0,0,0.9311614527148507
220,gaussian_noise,medium,25.0,14,0.933194859795543
220,gaussian_noise,medium,25.0,15,0.9084209746704192
220,gaussian_noise,severe,50.0,0,0.8244512914146601
220,gaussian_noise,severe,50.0,14,0.7860768764521668
220,gaussian_noise,severe,50.0,15,0.7242071583173876
220,jpeg_compression,mild,50.0,0,0.9570505062431738
220,jpeg_compression,mild,50.0,14,0.9546416010613665
220,jpeg_compression,mild,50.0,15,0.9019672978260067
220,jpeg_compression,medium,20.0,0,0.9348745007725272
220,jpeg_compression,medium,20.0,14,0.942074004125146
220,jpeg_compression,medium,20.0,15,0.8973789426921368
220,jpeg_compression,severe,5.0,0,0.3918810573726036
220,jpeg_compression,severe,5.0,11,0.0
220,jpeg_compression,severe,5.0,14,0.0
220,jpeg_compression,severe,5.0,15,0.0
220,low_light,mild,0.6,0,0.951447928708351
220,low_light,mild,0.6,14,0.961106747409228
220,low_light,mild,0.6,15,0.9258329024156017
220,low_light,medium,0.35,0,0.936697023321392
220,low_light,medium,0.35,14,0.9380894067743116
220,low_light,medium,0.35,15,0.8937776809700138
220,low_light,severe,0.15,0,0.9154093390784432
220,low_light,severe,0.15,9,0.0
220,low_light,severe,0.15,14,0.9012152295293197
220,low_light,severe,0.15,15,0.8747024761092757
251,gaussian_noise,mild,10.0,0,0.9990356534644662
251,gaussian_noise,mild,10.0,13,0.9455573505654281
251,gaussian_noise,mild,10.0,15,0.8249839434810533
251,gaussian_noise,medium,25.0,0,0.99840018596129
251,gaussian_noise,medium,25.0,13,0.9230281913208742
251,gaussian_noise,medium,25.0,15,0.7310126582278481
251,gaussian_noise,severe,50.0,0,0.9949366571033317
251,gaussian_noise,severe,50.0,13,0.8781426775612822
251,gaussian_noise,severe,50.0,15,0.7082412377644458
251,jpeg_compression,mild,50.0,0,0.99891275360535
251,jpeg_compression,mild,50.0,13,0.9552116597068697
251,jpeg_compression,mild,50.0,15,0.8684546615581098
251,jpeg_compression,medium,20.0,0,0.9974520117494364
251,jpeg_compression,medium,20.0,13,0.9188221249502586
251,jpeg_compression,medium,20.0,15,0.7477904040404041
251,jpeg_compression,severe,5.0,0,0.9086120801696422
251,jpeg_compression,severe,5.0,12,0.0
251,jpeg_compression,severe,5.0,13,0.0
251,jpeg_compression,severe,5.0,15,0.0
251,low_light,mild,0.6,0,0.9990699010402062
251,low_light,mild,0.6,13,0.9537934968625214
251,low_light,mild,0.6,15,0.8538856775850996
251,low_light,medium,0.35,0,0.9987282312157699
251,low_light,medium,0.35,13,0.9532756085606927
251,low_light,medium,0.35,15,0.8547308059891685
251,low_light,severe,0.15,0,0.9979773683922812
251,low_light,severe,0.15,13,0.9438183896782623
251,low_light,severe,0.15,15,0.8357881541836415
284,gaussian_noise,mild,10.0,0,0.9901259864733438
284,gaussian_noise,mild,10.0,15,0.963127252564458
284,gaussian_noise,mild,10.0,19,0.9600653900046707
284,gaussian_noise,medium,25.0,0,0.9833099464700685
284,gaussian_noise,medium,25.0,15,0.9593023255813954
284,gaussian_noise,medium,25.0,19,0.9319910659372673
284,gaussian_noise,severe,50.0,0,0.9779090337578035
284,gaussian_noise,severe,50.0,15,0.9243909269112294
284,gaussian_noise,severe,50.0,19,0.9070301678997331
284,jpeg_compression,mild,50.0,0,0.9908665974180145
284,jpeg_compression,mild,50.0,15,0.9748658571025134
284,jpeg_compression,mild,50.0,19,0.9617522941925112
284,jpeg_compression,medium,20.0,0,0.9819009174311927
284,jpeg_compression,medium,20.0,15,0.9350832627716624
284,jpeg_compression,medium,20.0,19,0.9245130144154485
284,jpeg_compression,severe,5.0,0,0.8178950964483108
284,jpeg_compression,severe,5.0,15,0.8121700472353431
284,jpeg_compression,severe,5.0,19,0.003517999863378646
284,low_light,mild,0.6,0,0.9876271186440678
284,low_light,mild,0.6,15,0.9674185463659147
284,low_light,mild,0.6,19,0.9467548404690482
284,low_light,medium,0.35,0,0.960921764684801
284,low_light,medium,0.35,15,0.97334455667789
284,low_light,medium,0.35,19,0.8172981821902391
284,low_light,severe,0.15,0,0.8261389114741173
284,low_light,severe,0.15,15,0.9554678692220969
284,low_light,severe,0.15,19,0.04132795956007924
317,gaussian_noise,mild,10.0,0,0.9951187654473902
317,gaussian_noise,mild,10.0,3,0.8835147118097542
317,gaussian_noise,medium,25.0,0,0.995540546635396
317,gaussian_noise,medium,25.0,3,0.8842312746386334
317,gaussian_noise,medium,25.0,15,0.0
317,gaussian_noise,severe,50.0,0,0.9992367361707902
317,gaussian_noise,severe,50.0,3,0.7364028002154012
317,gaussian_noise,severe,50.0,15,0.0
317,jpeg_compression,mild,50.0,0,0.9944763501161541
317,jpeg_compression,mild,50.0,3,0.8672255273120606
317,jpeg_compression,medium,20.0,0,0.9936057357337109
317,jpeg_compression,medium,20.0,3,0.8454014400217362
317,jpeg_compression,severe,5.0,0,0.9654686706666594
317,jpeg_compression,severe,5.0,3,0.0
317,jpeg_compression,severe,5.0,8,0.0
317,low_light,mild,0.6,0,0.9945726755303592
317,low_light,mild,0.6,3,0.8688145731375748
317,low_light,medium,0.35,0,0.979798888208149
317,low_light,medium,0.35,1,0.0
317,low_light,medium,0.35,3,0.8546171630626955
317,low_light,severe,0.15,0,0.9903481752194748
317,low_light,severe,0.15,1,0.0
317,low_light,severe,0.15,3,0.8867129062967496
317,low_light,severe,0.15,15,0.0
325,gaussian_noise,mild,10.0,0,0.9910419370060163
325,gaussian_noise,mild,10.0,15,0.9528960223307746
325,gaussian_noise,medium,25.0,0,0.9905747973470892
325,gaussian_noise,medium,25.0,15,0.9504071345482745
325,gaussian_noise,severe,50.0,0,0.9855732168422598
325,gaussian_noise,severe,50.0,15,0.9243386854568557
325,jpeg_compression,mild,50.0,0,0.9891279511163199
325,jpeg_compression,mild,50.0,15,0.9433062997271016
325,jpeg_compression,medium,20.0,0,0.9849454770208821
325,jpeg_compression,medium,20.0,15,0.922355887822094
325,jpeg_compression,severe,5.0,0,0.8621776103062861
325,jpeg_compression,severe,5.0,15,0.1253433511068024
325,low_light,mild,0.6,0,0.9909162629859836
325,low_light,mild,0.6,15,0.9522776572668112
325,low_light,medium,0.35,0,0.9906873516096208
325,low_light,medium,0.35,15,0.9511449791118676
325,low_light,severe,0.15,0,0.9898669810973139
325,low_light,severe,0.15,15,0.9468927426518867
331,gaussian_noise,mild,10.0,0,0.6673890463306105
331,gaussian_noise,mild,10.0,3,0.0
331,gaussian_noise,mild,10.0,9,0.0008566096613332518
331,gaussian_noise,mild,10.0,12,0.38064475467179276
331,gaussian_noise,medium,25.0,0,0.6246073768285022
331,gaussian_noise,medium,25.0,3,0.0
331,gaussian_noise,medium,25.0,9,0.0
331,gaussian_noise,medium,25.0,12,0.006466746972674824
331,gaussian_noise,medium,25.0,15,0.0
331,gaussian_noise,severe,50.0,0,0.6305380795224362
331,gaussian_noise,severe,50.0,7,0.0
331,gaussian_noise,severe,50.0,9,0.0
331,gaussian_noise,severe,50.0,12,0.0
331,gaussian_noise,severe,50.0,15,0.0
331,jpeg_compression,mild,50.0,0,0.642927093662809
331,jpeg_compression,mild,50.0,3,0.0
331,jpeg_compression,mild,50.0,9,0.0
331,jpeg_compression,mild,50.0,12,0.19784661046383126
331,jpeg_compression,medium,20.0,0,0.6231694905106867
331,jpeg_compression,medium,20.0,3,0.0
331,jpeg_compression,medium,20.0,9,0.0
331,jpeg_compression,medium,20.0,12,0.0
331,jpeg_compression,severe,5.0,0,0.6198758425603181
331,jpeg_compression,severe,5.0,9,0.0
331,jpeg_compression,severe,5.0,12,0.0
331,low_light,mild,0.6,0,0.7193365248659628
331,low_light,mild,0.6,3,0.0
331,low_light,mild,0.6,9,0.1100372856077554
331,low_light,mild,0.6,11,0.0
331,low_light,mild,0.6,12,0.6411243964129685
331,low_light,medium,0.35,0,0.6659061530506721
331,low_light,medium,0.35,3,0.0
331,low_light,medium,0.35,9,0.0
331,low_light,medium,0.35,11,0.0
331,low_light,medium,0.35,12,0.3834602497715504
331,low_light,severe,0.15,0,0.6287135852321892
331,low_light,severe,0.15,3,0.0
331,low_light,severe,0.15,9,0.0
331,low_light,severe,0.15,11,0.0
331,low_light,severe,0.15,12,0.05857210701282254
352,gaussian_noise,mild,10.0,0,0.9967879067745966
352,gaussian_noise,mild,10.0,7,0.0
352,gaussian_noise,mild,10.0,15,0.9921297783488596
352,gaussian_noise,medium,25.0,0,0.9979844729770081
352,gaussian_noise,medium,25.0,15,0.9920287715719692
352,gaussian_noise,severe,50.0,0,0.9850345974360349
352,gaussian_noise,severe,50.0,15,0.940330428273539
352,jpeg_compression,mild,50.0,0,0.9960068454078722
352,jpeg_compression,mild,50.0,15,0.9843841291761831
352,jpeg_compression,medium,20.0,0,0.9962352973097638
352,jpeg_compression,medium,20.0,15,0.9851806360310806
352,jpeg_compression,severe,5.0,0,0.9307258615022881
352,jpeg_compression,severe,5.0,15,0.7043112286192198
352,low_light,mild,0.6,0,0.997705581275371
352,low_light,mild,0.6,15,0.9909485298055809
352,low_light,medium,0.35,0,0.9982286350309479
352,low_light,medium,0.35,15,0.9929904659594467
352,low_light,severe,0.15,0,0.9984054607879059
352,low_light,severe,0.15,15,0.9936785474108945
356,gaussian_noise,mild,10.0,0,0.9990450981706092
356,gaussian_noise,mild,10.0,15,0.9740358335863953
356,gaussian_noise,medium,25.0,0,0.9980585232502999
356,gaussian_noise,medium,25.0,15,0.9472247497725205
356,gaussian_noise,severe,50.0,0,0.9950099800399201
356,gaussian_noise,severe,50.0,15,0.8726522481502561
356,jpeg_compression,mild,50.0,0,0.9994302471721827
356,jpeg_compression,mild,50.0,15,0.9844701583434835
356,jpeg_compression,medium,20.0,0,0.9987552330449344
356,jpeg_compression,medium,20.0,15,0.9660268129189519
356,jpeg_compression,severe,5.0,0,0.9661720715759009
356,jpeg_compression,severe,5.0,15,0.044095209032651815
356,low_light,mild,0.6,0,0.9994748720698978
356,low_light,mild,0.6,15,0.9857164564655827
356,low_light,medium,0.35,0,0.9994581217494288
356,low_light,medium,0.35,15,0.9852605986932077
356,low_light,severe,0.15,0,0.9989218238494799
356,low_light,severe,0.15,15,0.97109913147649
358,gaussian_noise,mild,10.0,0,0.9840268592939261
358,gaussian_noise,mild,10.0,7,0.8990028125799029
358,gaussian_noise,mild,10.0,14,0.0
358,gaussian_noise,medium,25.0,0,0.970934306899358
358,gaussian_noise,medium,25.0,2,0.0
358,gaussian_noise,medium,25.0,7,0.8476679651142749
358,gaussian_noise,severe,50.0,0,0.9859443515657103
358,gaussian_noise,severe,50.0,7,0.9053449583017438
358,jpeg_compression,mild,50.0,0,0.9914250183709231
358,jpeg_compression,mild,50.0,7,0.9419685551432615
358,jpeg_compression,medium,20.0,0,0.9934039101756131
358,jpeg_compression,medium,20.0,7,0.9547288385444953
358,jpeg_compression,severe,5.0,0,0.906448240876436
358,jpeg_compression,severe,5.0,7,0.2589601006616065
358,low_light,mild,0.6,0,0.9924990107964502
358,low_light,mild,0.6,7,0.9488651689722939
358,low_light,medium,0.35,0,0.9887242905346212
358,low_light,medium,0.35,7,0.925
358,low_light,severe,0.15,0,0.984521138620296
358,low_light,severe,0.15,7,0.8997511163165215
360,gaussian_noise,mild,10.0,0,0.8762842815373809
360,gaussian_noise,mild,10.0,15,0.6181304830089744
360,gaussian_noise,medium,25.0,0,0.7649599452632779
360,gaussian_noise,medium,25.0,15,0.16789463060153412
360,gaussian_noise,severe,50.0,0,0.7586270555823795
360,gaussian_noise,severe,50.0,15,0.15269192422731803
360,jpeg_compression,mild,50.0,0,0.9466069027341999
360,jpeg_compression,mild,50.0,15,0.856023979887836
360,jpeg_compression,medium,20.0,0,0.8017086080416009
360,jpeg_compression,medium,20.0,15,0.647774882063801
360,jpeg_compression,severe,5.0,0,0.7307195057225677
360,jpeg_compression,severe,5.0,15,0.0
360,low_light,mild,0.6,0,0.9342554525817016
360,low_light,mild,0.6,15,0.8098836330663443
360,low_light,medium,0.35,0,0.868990540365427
360,low_light,medium,0.35,15,0.5921948268038119
360,low_light,severe,0.15,0,0.7630763545397692
360,low_light,severe,0.15,15,0.15787612407800344
375,gaussian_noise,mild,10.0,0,0.9273568392098025
375,gaussian_noise,mild,10.0,3,0.0
375,gaussian_noise,mild,10.0,16,0.4595658984112777
375,gaussian_noise,medium,25.0,0,0.9326879084505849
375,gaussian_noise,medium,25.0,15,0.0
375,gaussian_noise,medium,25.0,16,0.7259505177456328
375,gaussian_noise,severe,50.0,0,0.886199416072681
375,gaussian_noise,severe,50.0,15,0.0
375,gaussian_noise,severe,50.0,16,0.21107743179939378
375,jpeg_compression,mild,50.0,0,0.9613156546975474
375,jpeg_compression,mild,50.0,3,0.0
375,jpeg_compression,mild,50.0,16,0.6324956306876394
375,jpeg_compression,medium,20.0,0,0.9423210325808836
375,jpeg_compression,medium,20.0,16,0.5051465925167081
375,jpeg_compression,severe,5.0,0,0.9415599409316687
375,jpeg_compression,severe,5.0,5,0.0
375,jpeg_compression,severe,5.0,9,0.0
375,jpeg_compression,severe,5.0,16,0.0
375,low_light,mild,0.6,0,0.9793290332864617
375,low_light,mild,0.6,3,0.0
375,low_light,mild,0.6,16,0.7498226195544203
375,low_light,medium,0.35,0,0.9913283673330767
375,low_light,medium,0.35,16,0.8618450716926684
375,low_light,severe,0.15,0,0.9739635911828983
375,low_light,severe,0.15,16,0.5585441549891846
400,gaussian_noise,mild,10.0,0,0.8967879370118207
400,gaussian_noise,mild,10.0,3,0.0
400,gaussian_noise,mild,10.0,15,0.7265411031053807
400,gaussian_noise,medium,25.0,0,0.9583621739026661
400,gaussian_noise,medium,25.0,15,0.7118909991742361
400,gaussian_noise,severe,50.0,0,0.9570099703455313
400,gaussian_noise,severe,50.0,15,0.7051722726900729
400,jpeg_compression,mild,50.0,0,0.9620013724378673
400,jpeg_compression,mild,50.0,15,0.7303180451446237
400,jpeg_compression,medium,20.0,0,0.9580449207561581
400,jpeg_compression,medium,20.0,15,0.7103843143716274
400,jpeg_compression,severe,5.0,0,0.9318926687347739
400,jpeg_compression,severe,5.0,8,0.0
400,jpeg_compression,severe,5.0,15,0.0
400,low_light,mild,0.6,0,0.9843780767968494
400,low_light,mild,0.6,15,0.8681971504807935
400,low_light,medium,0.35,0,0.9599355531686359
400,low_light,medium,0.35,15,0.7198297446169254
400,low_light,severe,0.15,0,0.9584141400278074
400,low_light,severe,0.15,15,0.7122388306218516
431,gaussian_noise,mild,10.0,0,0.9806628773331285
431,gaussian_noise,mild,10.0,2,0.0
431,gaussian_noise,mild,10.0,14,0.9298088027717182
431,gaussian_noise,mild,10.0,15,0.9633639143730887
431,gaussian_noise,medium,25.0,0,0.9756469668363942
431,gaussian_noise,medium,25.0,2,0.0
431,gaussian_noise,medium,25.0,14,0.8992322765089461
431,gaussian_noise,medium,25.0,15,0.9487529169318423
431,gaussian_noise,severe,50.0,0,0.9584406760467684
431,gaussian_noise,severe,50.0,14,0.8306077694235589
431,gaussian_noise,severe,50.0,15,0.9328572282316381
431,jpeg_compression,mild,50.0,0,0.9771070506074812
431,jpeg_compression,mild,50.0,2,0.0
431,jpeg_compression,mild,50.0,7,0.0
431,jpeg_compression,mild,50.0,14,0.903393085787452
431,jpeg_compression,mild,50.0,15,0.9648070508308596
431,jpeg_compression,medium,20.0,0,0.9722460249452537
431,jpeg_compression,medium,20.0,2,0.0
431,jpeg_compression,medium,20.0,7,0.0
431,jpeg_compression,medium,20.0,14,0.8775106906829079
431,jpeg_compression,medium,20.0,15,0.9581095923846717
431,jpeg_compression,severe,5.0,0,0.6713066994147158
431,jpeg_compression,severe,5.0,7,0.0
431,jpeg_compression,severe,5.0,14,0.03631985221349871
431,jpeg_compression,severe,5.0,15,0.317264469727501
431,low_light,mild,0.6,0,0.9756733026664886
431,low_light,mild,0.6,2,0.0
431,low_light,mild,0.6,14,0.8592432919374557
431,low_light,mild,0.6,15,0.9633661549752309
431,low_light,medium,0.35,0,0.9631656790798014
431,low_light,medium,0.35,2,0.0
431,low_light,medium,0.35,14,0.8185546370446913
431,low_light,medium,0.35,15,0.951693469785575
431,low_light,severe,0.15,0,0.9542258118669676
431,low_light,severe,0.15,2,0.0
431,low_light,severe,0.15,14,0.8129468347848694
431,low_light,severe,0.15,15,0.9457993758899628
440,gaussian_noise,mild,10.0,0,0.9995124637215652
440,gaussian_noise,mild,10.0,1,0.9909795182001486
440,gaussian_noise,medium,25.0,0,0.999265979286853
440,gaussian_noise,medium,25.0,1,0.9864262990455992
440,gaussian_noise,severe,50.0,0,0.9984977408775028
440,gaussian_noise,severe,50.0,1,0.9725424439320897
440,jpeg_compression,mild,50.0,0,0.9992889337446813
440,jpeg_compression,mild,50.0,1,0.9868393122479304
440,jpeg_compression,medium,20.0,0,0.9993175783781304
440,jpeg_compression,medium,20.0,1,0.9873726655348047
440,jpeg_compression,severe,5.0,0,0.9988184821510507
440,jpeg_compression,severe,5.0,1,0.9784021807506815
440,low_light,mild,0.6,0,0.9996902106567535
440,low_light,mild,0.6,1,0.9942711648631445
440,low_light,medium,0.35,0,0.9997360993184478
440,low_light,medium,0.35,1,0.9951178093822968
440,low_light,severe,0.15,0,0.9997360978044485
440,low_light,severe,0.15,1,0.995118327496551
444,gaussian_noise,mild,10.0,0,0.993640829897791
444,gaussian_noise,mild,10.0,7,0.9605078057985933
444,gaussian_noise,mild,10.0,15,0.0
444,gaussian_noise,medium,25.0,0,0.9946213264406628
444,gaussian_noise,medium,25.0,7,0.9754157134564824
444,gaussian_noise,severe,50.0,0,0.9881420560747664
444,gaussian_noise,severe,50.0,7,0.9475962332727573
444,jpeg_compression,mild,50.0,0,0.9930937888800316
444,jpeg_compression,mild,50.0,7,0.9582203302550723
444,jpeg_compression,mild,50.0,15,0.0
444,jpeg_compression,medium,20.0,0,0.9910150071657174
444,jpeg_compression,medium,20.0,7,0.9582326544701415
444,jpeg_compression,severe,5.0,0,0.7717190787322388
444,jpeg_compression,severe,5.0,7,0.007396142946015069
444,jpeg_compression,severe,5.0,8,0.0
444,jpeg_compression,severe,5.0,12,0.0
444,low_light,mild,0.6,0,0.9944744789530592
444,low_light,mild,0.6,7,0.9595045587476346
444,low_light,mild,0.6,15,0.0
444,low_light,medium,0.35,0,0.9961833771510517
444,low_light,medium,0.35,7,0.9621712790857773
444,low_light,medium,0.35,15,0.0
444,low_light,severe,0.15,0,0.9958791208791209
444,low_light,severe,0.15,7,0.975024975024975
444,low_light,severe,0.15,15,0.0
456,gaussian_noise,mild,10.0,0,0.9986072239531076
456,gaussian_noise,mild,10.0,7,0.9934789999072844
456,gaussian_noise,medium,25.0,0,0.998864371640983
456,gaussian_noise,medium,25.0,7,0.9946841389541352
456,gaussian_noise,severe,50.0,0,0.998218586085178
456,gaussian_noise,severe,50.0,7,0.9916530126441401
456,jpeg_compression,mild,50.0,0,0.9976198796094229
456,jpeg_compression,mild,50.0,7,0.9888339004021033
456,jpeg_compression,medium,20.0,0,0.9965159318729665
456,jpeg_compression,medium,20.0,7,0.9836410303986146
456,jpeg_compression,severe,5.0,0,0.956522288806291
456,jpeg_compression,severe,5.0,7,0.7872169285979458
456,low_light,mild,0.6,0,0.9970020623175706
456,low_light,mild,0.6,7,0.9859246427024686
456,low_light,medium,0.35,0,0.996089712784796
456,low_light,medium,0.35,7,0.9816264035386186
456,low_light,severe,0.15,0,0.9966337951160386
456,low_light,severe,0.15,7,0.9842040185471407
469,gaussian_noise,mild,10.0,0,0.9745793131954793
469,gaussian_noise,mild,10.0,6,0.9768894107600341
469,gaussian_noise,mild,10.0,7,0.9444404096158037
469,gaussian_noise,mild,10.0,15,0.11753371868978806
469,gaussian_noise,medium,25.0,0,0.9634446169772257
469,gaussian_noise,medium,25.0,6,0.9585583224115334
469,gaussian_noise,medium,25.0,7,0.7943318670224273
469,gaussian_noise,medium,25.0,15,0.10608695652173913
469,gaussian_noise,severe,50.0,0,0.8738423709854585
469,gaussian_noise,severe,50.0,6,0.9165920429832417
469,gaussian_noise,severe,50.0,7,0.5438506962163738
469,gaussian_noise,severe,50.0,15,0.010752688172043012
469,jpeg_compression,mild,50.0,0,0.973345698543451
469,jpeg_compression,mild,50.0,6,0.9766111503740349
469,jpeg_compression,mild,50.0,7,0.9758878640424141
469,jpeg_compression,mild,50.0,15,0.08112094395280237
469,jpeg_compression,medium,20.0,0,0.9715379277442859
469,jpeg_compression,medium,20.0,6,0.9719949444555311
469,jpeg_compression,medium,20.0,7,0.9521005960168629
469,jpeg_compression,medium,20.0,15,0.0
469,jpeg_compression,severe,5.0,0,0.5090646585890612
469,jpeg_compression,severe,5.0,6,0.0
469,jpeg_compression,severe,5.0,7,0.01464694308824601
469,jpeg_compression,severe,5.0,15,0.0
469,jpeg_compression,severe,5.0,20,0.0
469,low_light,mild,0.6,0,0.9738066760900294
469,low_light,mild,0.6,6,0.9720467215290682
469,low_light,mild,0.6,7,0.9113049800072701
469,low_light,mild,0.6,15,0.10481099656357389
469,low_light,medium,0.35,0,0.965077073885364
469,low_light,medium,0.35,6,0.9650621629817137
469,low_light,medium,0.35,7,0.8139196272568433
469,low_light,medium,0.35,15,0.1035653650254669
469,low_light,severe,0.15,0,0.8746514002906635
469,low_light,severe,0.15,6,0.9220030935808198
469,low_light,severe,0.15,7,0.10656455142231948
469,low_light,severe,0.15,15,0.039303761931499155
474,gaussian_noise,mild,10.0,0,0.998607411731796
474,gaussian_noise,mild,10.0,10,0.9838120104438642
474,gaussian_noise,mild,10.0,15,0.8413524057217165
474,gaussian_noise,medium,25.0,0,0.9975637022005662
474,gaussian_noise,medium,25.0,10,0.974869500372856
474,gaussian_noise,medium,25.0,15,0.8033635187580854
474,gaussian_noise,severe,50.0,0,0.9933489070178412
474,gaussian_noise,severe,50.0,10,0.762997169670788
474,gaussian_noise,severe,50.0,13,0.0
474,gaussian_noise,severe,50.0,15,0.6768447837150128
474,jpeg_compression,mild,50.0,0,0.9980607077504818
474,jpeg_compression,mild,50.0,10,0.9782608695652174
474,jpeg_compression,mild,50.0,15,0.8530559167750326
474,jpeg_compression,medium,20.0,0,0.9967950663445546
474,jpeg_compression,medium,20.0,10,0.9152428057553957
474,jpeg_compression,medium,20.0,13,0.0
474,jpeg_compression,medium,20.0,15,0.8917525773195877
474,jpeg_compression,severe,5.0,0,0.9239605942353325
474,jpeg_compression,severe,5.0,10,0.0
474,jpeg_compression,severe,5.0,12,0.0
474,jpeg_compression,severe,5.0,13,0.0
474,jpeg_compression,severe,5.0,15,0.0
474,low_light,mild,0.6,0,0.9991301756072043
474,low_light,mild,0.6,10,0.9889879391714735
474,low_light,mild,0.6,15,0.8907672301690507
474,low_light,medium,0.35,0,0.9989417731988858
474,low_light,medium,0.35,10,0.9862972669412206
474,low_light,medium,0.35,15,0.8972691807542262
474,low_light,severe,0.15,0,0.9982619370286415
474,low_light,severe,0.15,10,0.9793072424651372
474,low_light,severe,0.15,15,0.88296488946684
490,gaussian_noise,mild,10.0,0,0.8947342230714875
490,gaussian_noise,mild,10.0,9,0.0
490,gaussian_noise,mild,10.0,15,0.9215353446859771
490,gaussian_noise,mild,10.0,16,0.8477208743238541
490,gaussian_noise,medium,25.0,0,0.5895237971357588
490,gaussian_noise,medium,25.0,15,0.9067434210526316
490,gaussian_noise,medium,25.0,16,0.0118578988125968
490,gaussian_noise,medium,25.0,20,0.0
490,gaussian_noise,severe,50.0,0,0.5910559296306387
490,gaussian_noise,severe,50.0,15,0.9156212501363586
490,gaussian_noise,severe,50.0,16,0.0
490,jpeg_compression,mild,50.0,0,0.9240252145200857
490,jpeg_compression,mild,50.0,5,0.0
490,jpeg_compression,mild,50.0,9,0.0
490,jpeg_compression,mild,50.0,15,0.8840810499148866
490,jpeg_compression,mild,50.0,16,0.9014434342487581
490,jpeg_compression,mild,50.0,20,0.0
490,jpeg_compression,medium,20.0,0,0.7198321008029962
490,jpeg_compression,medium,20.0,9,0.0
490,jpeg_compression,medium,20.0,15,0.8777065175683824
490,jpeg_compression,medium,20.0,16,0.4644346765913758
490,jpeg_compression,severe,5.0,0,0.6347098417318537
490,jpeg_compression,severe,5.0,9,0.0
490,jpeg_compression,severe,5.0,11,0.0
490,jpeg_compression,severe,5.0,15,0.6788329563317103
490,jpeg_compression,severe,5.0,16,0.0
490,low_light,mild,0.6,0,0.9384333629846685
490,low_light,mild,0.6,9,0.0
490,low_light,mild,0.6,15,0.9278530826410144
490,low_light,mild,0.6,16,0.9112193588937775
490,low_light,medium,0.35,0,0.9502994585279193
490,low_light,medium,0.35,9,0.0
490,low_light,medium,0.35,15,0.9157417026628027
490,low_light,medium,0.35,16,0.9209912989434431
490,low_light,severe,0.15,0,0.7736485329864083
490,low_light,severe,0.15,9,0.0
490,low_light,severe,0.15,15,0.9208066896212493
490,low_light,severe,0.15,16,0.5828142089495458
492,gaussian_noise,mild,10.0,0,0.9570072585147962
492,gaussian_noise,mild,10.0,20,0.9417416963002194
492,gaussian_noise,medium,25.0,0,0.9594244146311779
492,gaussian_noise,medium,25.0,20,0.9455958224018679
492,gaussian_noise,severe,50.0,0,0.912136409227683
492,gaussian_noise,severe,50.0,15,0.0
492,gaussian_noise,severe,50.0,20,0.9155244507889185
492,jpeg_compression,mild,50.0,0,0.9512424855251129
492,jpeg_compression,mild,50.0,20,0.9332752018804261
492,jpeg_compression,medium,20.0,0,0.9258695472760452
492,jpeg_compression,medium,20.0,20,0.9004126886356637
492,jpeg_compression,severe,5.0,0,0.8671424929900586
492,jpeg_compression,severe,5.0,20,0.8047647587653581
492,low_light,mild,0.6,0,0.9555572063999108
492,low_light,mild,0.6,20,0.9396004492737162
492,low_light,medium,0.35,0,0.9540088859145242
492,low_light,medium,0.35,20,0.9377641376534513
492,low_light,severe,0.15,0,0.9487720018282388
492,low_light,severe,0.15,20,0.9317144739950514
520,gaussian_noise,mild,10.0,0,0.9859150527013341
520,gaussian_noise,mild,10.0,19,0.9141125343092407
520,gaussian_noise,medium,25.0,0,0.9810126975642802
520,gaussian_noise,medium,25.0,19,0.882927763939452
